#node1	node2
P05121	P28300
Q9C0J8	Q9UKY1
P41223	Q8WYA6
P63000	Q9HC29
O96019	P51531
Q05513	Q07021
Q13409	Q9NY65
P13010	Q96PK6
P63000	Q12967
P04899	P13569
P31946	Q14739
O14593	P48382
P29323	Q12974
Q6KF10	Q9H2X0
P22607	Q92914
O00471	O14497
P39656	Q8TCJ2
Q86YM7	Q9UPX8
P52565	Q11206
Q96GD4	Q9NR09
P10451	P18084
O60861	Q8N693
P62979	Q9NYJ8
P02452	P26012
Q99759	Q9UM54
P01116	P42338
P41743	Q96L34
P18146	Q9NP92
P24522	P51531
P04141	Q03060
O60884	P00533
O94817	Q08188
P32302	P51671
P0CAP1	Q9P2H0
O43491	P61981
P26441	P38484
A6NMZ7	P05106
P22612	Q13370
O95409	P10071
P00533	Q9P104
P58012	Q16548
Q9BZI7	Q9H4D5
P25963	P56279
O95685	P27482
Q8WUX9	Q96CF2
Q14627	Q8IZJ0
P45985	P49407
P43235	Q99969
P25054	Q92793
P18084	P56199
O14896	P36952
O15230	Q7L0J3
P78559	Q9H492
P22612	Q14957
O60262	Q92806
P05412	Q16663
Q8TD19	Q9H0R8
P08887	P20809
Q14192	Q5TD97
P08172	P09471
P09874	P49715
O00459	P08754
O15162	Q9HB63
P61978	Q9H3D4
P15090	Q92882
Q13535	Q96KQ7
P20618	Q9P2S5
Q96FE5	Q9BZR6
P49207	Q07020
P81605	Q9BT40
P18146	P22223
O95400	Q07955
P0CG04	Q9UMX0
O75446	Q92769
O14786	Q03014
P23458	Q92783
P51124	P68363
O75444	P67870
Q00403	Q16594
P04054	Q9Y263
P98164	Q15700
P49407	P62330
P09016	P16220
O15524	Q9HBE5
P17066	P20333
P38919	Q04637
O95166	Q8NI08
P52198	Q9P2F6
Q15121	Q9NVE7
P62899	Q9UKV8
O43586	Q96LW2
P62277	Q9UL18
O14627	Q99626
Q6UXN9	Q8N257
Q92988	Q9Y5V3
Q99653	Q9HAW0
P30050	Q9HCK5
P05556	P07996
P52943	Q96AW1
P45973	P63165
P04626	P42338
P78536	Q13257
Q13435	Q13573
O15318	P01106
Q96KP1	Q99459
P62910	Q07020
O00471	P62330
P15622	Q96ED9
Q03014	Q92911
P25686	P62979
O95067	Q8NE35
P26006	P53708
P10586	P78536
P40189	P60568
P46531	P49768
P19838	P27708
Q96CV9	Q9HA65
O60266	P50151
P80188	Q9BYH8
O00574	O60674
O00571	Q14240
Q9BXW4	Q9H1Y0
P41221	P51654
P32780	P50613
P05107	P20702
P62993	Q9UIF9
Q99747	Q9UNK0
P10276	Q9UIS9
P05106	P08648
Q6UXL0	Q8IU54
Q04206	Q16513
P01106	P29466
O15379	P04908
P35638	Q15744
P01563	P38484
P15018	Q969J5
P0CG48	Q15303
P01243	Q16658
O94864	Q12962
O95865	Q13526
P01563	Q969J5
P50570	Q14247
O15235	Q9UKR5
P05107	Q12929
Q13190	Q9NYM9
P04183	P52943
P01106	P11387
Q13573	Q99459
O00217	O95169
P23229	Q13751
P46094	Q99616
Q6UXN9	Q9Y5Z7
P31947	P68400
P27635	Q92901
P41182	Q15916
P62899	Q9Y478
O60934	P23497
Q07890	Q9Y5S8
P52926	Q99873
O95445	Q9BTY7
407021	P25490
P35626	P47887
P06239	P20963
Q15669	Q969H4
P23458	P40238
P86790	Q99459
P25789	Q9Y4K3
P05106	Q9Y490
O95382	Q04917
P10916	P13533
P60709	Q15942
P62424	Q9Y3U8
P53365	P61204
O75150	Q9GZS3
406995	P35625
P32121	Q8NGX8
P38159	Q16629
P23025	Q9NS23
P10145	P41597
P08243	Q14164
P00533	Q9HCT0
O60262	P11229
P01137	Q9NNX6
P29350	P78552
P19838	Q05639
P13500	Q16570
P31946	P78527
P61513	Q9Y3U8
Q12986	Q13247
P05113	P42701
P46531	P78537
Q08211	Q8IX12
P60709	Q9Y277
P01135	Q86UL8
P19105	Q13464
O95405	P08100
O14775	P08173
O75800	Q9Y3Q8
O75771	P81605
P61812	P84022
P08138	P29353
Q16778	Q96KK5
Q96CW5	Q96RT8
O43900	P00519
P01106	Q9UKN8
P85037	Q92560
O94989	Q14161
P13569	P21333
O00574	P19876
P56704	Q9UP38
P46821	Q13535
Q96DB2	Q9P0M6
P32248	P80075
O60880	Q15052
Q15843	Q9UKT5
P11387	Q9UQ80
P49959	Q13315
P54284	P67775
P62310	Q96GE4
P16333	P26992
P55210	Q96P09
O43809	Q75N90
O00459	Q15303
P01106	P35250
P30153	Q9NY47
P38405	Q8NGJ1
Q13535	Q86U70
O15117	Q92974
P78527	Q8IW19
P32121	Q8NH59
P01243	P08581
O75626	Q9Y490
O43187	Q9H0E2
O00255	P15531
P12236	P19438
Q13188	Q66LE6
P18848	Q9HBH9
Q03181	Q13547
Q12986	Q13151
P16333	P31995
P06400	Q9NY61
Q00653	Q8IZL8
O95777	Q9UK45
P60842	Q13573
O00267	P62937
P34897	Q12905
P61077	Q9C040
P05000	Q5VWK5
Q8TEW0	Q9BYG4
O15169	P35813
Q86VX9	Q9H270
Q8TB52	Q9HCE7
P15884	Q02556
Q9BQ67	Q9UKS6
O00311	O43913
P49716	Q16520
P59998	Q07889
O60739	P14174
P20809	Q01113
O96019	Q9H981
O00626	P32248
P04350	Q13233
P0CG47	Q12933
Q8IY18	Q96MG7
Q13617	Q96DG6
P60709	Q9Y623
P41227	Q14164
P08581	P21583
P37231	P48443
P39656	Q9H7B4
P10828	P62195
P33992	Q92794
P02768	P04183
P13804	P78545
O15264	P50150
P09429	Q01831
P02792	P24522
P11171	P61457
P40189	P42224
P00519	Q9NYB9
P01570	P48357
P53778	Q99956
P09769	Q92608
P62993	Q8TEW0
P29350	Q9HBE5
Q14683	Q16629
P07996	P08567
P51817	P62834
Q01970	Q02763
P46109	Q14185
P01236	P40189
Q17RW2	Q9UKX5
P01571	P23458
Q6ZVK8	Q96CN4
P60763	Q96N67
P45984	Q9UPN3
P40225	Q9HBE5
P04899	P30559
P04439	P43629
Q9BWU1	Q9NWA0
P62877	Q5XUX0
O96006	Q8TDP1
P12107	P17301
Q96KM6	Q9UMN6
P05106	P21815
Q9UNA1	Q9Y6X6
O95453	Q99728
Q04759	Q9ULK5
P40337	Q15843
Q08379	Q9BQQ3
P07384	P25963
P10275	P13056
P10828	P28702
O60508	Q14103
O15198	Q9Y5J3
P10276	Q9UKP3
P10275	P25116
P19338	Q00653
Q13114	Q14164
O00716	P12004
O14641	P15622
Q13155	Q9Y4K3
P20671	P33778
P12956	Q14687
Q06124	Q8WYR1
O14867	O15525
P14784	P31785
P06756	P46109
P63261	Q02045
P00488	P05160
Q13127	Q13257
Q14765	Q99665
P51153	Q01968
O00165	Q16760
P51946	P68400
Q5VVX9	Q86UW7
Q99624	Q9H7B4
Q96GX9	Q9GZT8
O75167	P27986
P04792	Q96RG2
Q96QV1	Q9Y4K3
P31749	Q6R327
P00414	P08246
O95398	Q08462
P98164	Q92796
P52888	P62158
P01106	P13804
P29992	P30989
O75689	Q12874
Q13535	Q5W0B1
P35346	Q5T2W1
Q676U5	Q9HC29
P0C0S5	Q8IXK0
P45984	P46734
Q14524	Q9NY99
P23458	P29350
Q13158	Q9UKL3
P16871	P30086
O95544	P63104
O43175	P25788
Q15714	Q6P3X3
P62979	P62987
P23258	Q9P209
P05386	P18077
P52630	Q66LE6
P19532	Q5ST30
P08572	P67870
P21246	P23471
P63208	Q7Z6M2
P08651	P22670
Q13077	Q9NP84
Q15811	Q9BYC9
Q16611	Q9NR28
P35544	P62241
P36542	Q96RN5
P27348	Q14814
P01215	P01225
P54253	Q00978
P01566	Q01344
P40126	Q9UJU2
P62263	Q13233
P31273	P62993
P01903	P04229
P78337	Q92997
Q9NYG5	Q9UI95
O15297	Q01094
P54725	Q8TBC4
P60484	Q9BVJ6
P38936	P47897
A6NHL2	Q92974
P54646	Q92574
P14866	Q9BUJ2
Q06945	Q9NQB0
P07900	Q8TDR0
Q96ST3	Q99459
O95477	Q13884
P19235	P52333
P01106	Q2KHR3
Q8IZL8	Q9Y4W2
P37198	Q9Y3C0
P42166	Q9NX70
O00499	P62993
O00257	Q99496
O75461	Q14188
O43508	Q93038
O95251	Q8WYH8
P41182	Q9NYC9
O60603	Q9Y6Y9
O95251	Q9H079
Q8N3R9	Q9BUF7
O43493	Q9H3P7
P10747	Q92569
P57775	Q13616
O94817	P20700
P23396	Q92597
P18583	Q8TAD8
P11940	Q9H074
P23508	Q96T76
P06132	Q12873
Q99759	Q9BV68
P12757	Q9UPZ6
P18075	Q9H2X0
P35626	P47890
P46092	Q99616
O15226	Q04206
Q13485	Q96KC2
406991	P78504
P0CG48	P62993
Q12986	Q8IWZ8
Q96B36	Q9UGJ0
P01574	Q969J5
P08887	Q13007
P57739	Q07157
O00214	P05556
P24385	P61024
P18146	Q15078
P09038	P11362
Q99459	Q9UBF2
P62837	Q9BZR9
Q13315	Q9NWH9
P06241	Q13285
O95619	Q9Y230
P52735	Q92564
P01106	P0CG48
P61024	Q86TM6
P31947	Q04912
O60729	Q9H1A4
P63000	Q14CB8
O75586	P10071
P18031	P49023
P63104	Q9NRQ2
P35221	P63267
Q16763	Q9BYM8
O95073	O95400
P08138	P35568
O00305	Q9UQM7
P49715	Q14934
114614	Q14164
P51617	Q6SZW1
P09486	P26358
P01579	Q09472
P62873	Q01668
Q7Z7J5	Q92997
Q13191	Q92569
O14610	P48549
P53814	Q9HCU9
O14735	P20333
P04908	Q5QNW6
P14316	P21359
O95831	Q16611
P17096	P32519
P08047	P62993
Q92633	Q9HAV0
P30679	P41595
O75791	P62258
Q8NEM0	Q9BPX3
P62879	Q01668
Q00325	Q15628
O14512	P01589
P05023	Q13976
P12931	Q92692
P01889	Q8TCG1
P37268	Q9Y265
P45985	Q155Q3
P11802	P35249
P16144	P54253
P01106	P20618
P29590	Q13155
O14746	Q9Y265
P39019	P62847
Q92905	Q9BXR0
P11802	P42773
Q14197	Q9NVS2
P04637	P31350
P03372	P07339
Q13315	Q969E4
P07902	Q15645
A0JLT2	O00571
O60739	P19105
406991	P60484
P60709	Q15653
P13569	P50402
Q9NPD8	Q9NW38
O43318	Q9NWZ3
P63000	Q8TCU6
P68431	P83916
P27482	Q16816
O75015	Q8NHL6
P35249	Q13573
P55198	Q15744
Q13885	Q92974
P33991	Q12905
A6NHL2	P04350
P30480	Q9Y277
Q16891	Q9P2H0
P27695	P30480
P28222	P61952
O43318	Q9HAT8
P52294	Q9GZX7
P29692	Q9Y572
P23508	P54819
P55072	Q9Y2R2
P22694	Q9UBN1
P01303	P20340
P50402	Q9NYF8
P17252	Q05586
P16333	Q13191
O95989	Q6ZN04
P54253	Q9NWB1
P09919	P15509
P05386	P49207
P46783	P62847
P56134	Q96HD1
P09466	Q5T3J3
P19235	P27986
O00308	Q16630
O14641	P18146
O14964	Q9BUH8
O60739	P04181
P04629	Q8WU20
P17030	Q9BXL5
P28300	P98160
P23276	Q71U36
Q12929	Q8IZP0
P10301	P48736
Q86TI0	Q9UGJ0
Q92993	Q9NV56
P35626	Q8NG75
P01106	Q13905
Q13136	Q8ND30
Q13315	Q9Y6D5
P35443	Q13797
Q8IY92	Q9BTT6
P04626	P23229
O95931	P78364
O14976	Q96CW1
Q01814	Q12959
P28340	Q9H2G2
O43889	P05129
P13725	P13805
P17612	P18846
P26010	P49023
P04899	P05129
P18848	Q13227
P26641	Q15046
P42261	P51817
P52272	Q92620
P43360	Q04637
Q13469	Q9H334
Q92616	Q9BUV8
P02787	Q14CN4
O00410	Q99459
P10827	Q15788
O15259	Q14315
O60291	P63279
O00267	Q9UHR5
P61981	Q7KZI7
P46734	Q9NYJ8
P09651	P52756
P40763	Q92769
P03886	Q9UI09
P14373	Q9NPD8
O15399	P22694
P42766	P62910
O43541	P01375
Q92900	Q9UI30
P19438	P40939
O43707	Q04206
P33992	Q92878
O14576	Q9BQ89
A0JLT2	P62314
P63104	Q92552
O43768	P10114
Q13586	Q15691
P05412	P28482
P07900	Q12809
P07384	Q96PE3
P10275	P27540
P46109	P56199
P18124	P62987
O75400	Q7Z5N4
O14807	P20936
P21554	Q9UBI6
P26599	Q8IX12
O00267	Q16643
Q15654	Q9H0B3
O60383	Q9BRR6
Q06830	Q14653
P32246	Q16663
Q13526	Q86YD1
P05783	Q9UM73
P01375	Q07889
Q8WVM8	Q9H0D6
P49815	P51812
P10914	Q92985
P32780	Q9H7U1
P27540	P35228
Q9C0J8	Q9NP77
406991	Q01094
P23511	P35638
P35052	Q99075
P37173	Q15796
P42702	Q9NPF7
O43741	P98177
P25963	Q3ZCQ8
P28324	Q13164
P28222	P63211
P00533	Q71U36
O76093	P06213
O95006	P32121
P01112	P50749
P55268	Q7L1I2
P98170	Q9NYJ8
P11142	P41220
O43809	Q8N5V2
O43741	Q13085
P05387	P16104
P08648	P53420
Q07890	Q8NHR9
P24941	P28749
P06241	Q9NZV5
O95747	Q96J92
Q86UW9	Q8HWS3
407046	Q01453
P15407	P17275
P19793	P41235
Q13426	Q9NS56
P01116	P63096
P15121	P55345
Q02224	Q96BD8
P35498	P63096
P46527	Q12933
P61224	Q13009
P23634	P62258
P63261	Q13796
Q12906	Q9HAV4
P06493	P30260
P04637	Q93009
P19438	P39656
P11142	Q99933
Q9Y2X8	Q9Y577
P12270	Q16666
P25445	Q13158
O43395	Q70Z53
P41240	Q15262
P00533	P05019
Q96PU8	Q9UKM9
P42338	P62873
O14737	Q9UKE5
Q13435	Q9Y5S9
Q99459	Q9Y2M2
406907	Q9BYH8
P07305	Q8NC60
P31943	Q08170
Q13155	Q8TBB1
P05129	Q6R327
P38936	P41235
P62745	Q8N264
P38405	Q8N127
P28749	P63167
Q6UY11	Q6UY14
Q9UM54	Q9Y6K9
P24666	Q9BYC9
Q13683	Q9Y6N6
P25929	Q9UK45
O95049	P13569
Q16620	Q92529
O14817	P05556
P18846	Q13315
O60383	Q9UN74
P46977	Q8NCD3
Q9BRX2	Q9H583
P49137	Q9NX58
P19438	Q9NY59
Q13151	Q15365
P98175	Q12926
P63211	Q00722
P02768	P35527
P62241	P62266
P35232	Q08999
P68366	Q9Y6G9
O94966	Q13315
O43924	P61586
P55160	P60763
Q13976	Q9UHL9
P62191	Q9UL46
P45973	P83916
P04183	Q5D0E6
P18146	Q9Y6M9
P51681	Q14761
Q14627	Q8IU54
P14138	P25101
O14770	P26367
P53779	Q12933
P01106	Q99720
Q99469	Q9UGN5
P18146	P45984
Q16629	Q8WXA9
P01303	Q92847
P04049	P53778
P12931	P14780
P56945	Q05397
P15056	P53778
P62873	Q15759
P00519	P78329
P38405	Q8NG95
P01106	Q9NYL4
P41597	Q92583
P21281	P60709
P18077	P46776
P63211	Q92806
P29350	Q99650
P45984	P53539
P25024	Q16663
P59046	Q9UNN5
P10275	Q01196
P55072	Q92890
Q15562	Q9UJU2
Q93062	Q9NX55
P07332	P40763
Q8NEA9	Q9UEU5
Q15149	Q2TAY7
P05556	P55268
P05067	P38405
P03372	Q14258
O14920	Q04206
A8MVU1	P19878
Q99459	Q9UFC0
Q96AQ6	Q9NRR5
P31749	Q8TAQ2
Q14258	Q9Y2X8
P22736	Q9Y3C7
P01889	P60900
P07910	Q8IYB3
P63279	Q8WVZ7
P04181	P78396
Q13472	Q9BSI4
Q8NHW5	Q99558
Q99880	Q9P0M6
Q99814	Q9H6Z9
Q14738	Q92736
P35626	Q8NGI8
P50616	Q13485
Q9UKK6	Q9Y478
O15360	Q9HB96
P25685	Q00613
P46937	Q9Y2T4
P02545	Q16513
Q6ZN18	Q86SE5
Q07820	Q8IVG9
P13569	Q99942
Q96HA8	Q9BPX1
O00487	Q13200
O96017	Q9Y3F4
P54727	Q8TBC4
Q96N46	Q9UQ35
P01023	P60568
P05161	Q02556
O15264	Q12778
O75363	Q96QB1
Q14573	Q86YM7
P07204	P46695
P05014	Q13261
O76014	P78545
P08246	Q08117
P14373	P62256
P53355	Q16623
406906	Q96RU8
P11137	Q9P0L2
P35638	Q15759
P51679	Q15835
P19438	Q9Y297
Q8N4P2	Q9BPU9
O75438	O95168
O00744	O75197
P60900	Q9Y4K3
O95319	P41238
O43318	Q02246
P06400	Q66K89
P98082	P98164
Q9H444	Q9Y3E7
O60739	Q16543
P18850	P49810
P63165	Q969V5
Q13191	Q2TAY7
P61224	Q8WWN8
P51668	Q05086
P12757	P12956
Q96DF8	Q9BWF3
P10914	P52292
Q08211	Q13573
P32121	Q9Y5P1
Q01130	Q96S94
O75581	Q9H6X2
P62195	Q9Y4K3
O95999	Q92905
O14508	P40189
P34903	P46459
Q9NRD5	Q9NRR5
P16234	Q9GZP0
P27816	Q96L34
Q6UXF1	Q99962
Q86YP4	Q9UBB5
P62258	Q9NQ92
P05129	P61586
P05771	Q13233
P61586	Q9HCE7
P40855	Q9Y5Y5
O60674	Q96EY1
O14508	P16471
P29597	P50570
O75925	Q9P1Z2
Q13555	Q8IWT1
P06493	Q9UJX4
P18206	P63267
P78406	Q9GZY0
P11362	Q01094
P32121	Q8NG97
Q15545	Q8WTS6
Q14181	Q8NAV1
O43303	O60641
P53355	Q92574
P25054	Q9NSA3
P30872	P63096
O95271	Q9NRI5
P23458	P78545
P40939	P60520
P52948	Q9H0J4
O95221	P35626
P16471	P41159
O95819	P46777
P46527	Q13315
Q16254	Q9H211
P09917	Q16873
O60733	P05771
P29350	Q8IU57
Q04917	Q7L576
P43355	Q13547
P35626	Q9Y5P0
P56134	P56182
P62807	Q9Y5B9
P08670	Q06609
P40937	Q13573
P35226	Q8N488
Q8TBK6	Q9Y6D9
P43405	P59901
Q9BTP7	Q9NW38
P04406	P54253
P42226	Q71DI3
574033	P38936
Q13315	Q15544
Q13418	Q6NUN9
P01857	Q6PD62
P51790	Q9HD26
P11309	Q00987
Q5JWF2	Q86XP0
P49639	Q15654
Q07864	Q92547
P68366	Q13885
Q13573	Q96P48
P23508	Q9NYU2
Q16543	Q9Y572
P10415	P55957
P67775	Q9NWZ3
P31947	P61587
Q13485	Q9P273
P08579	Q96DI7
P14868	Q13155
P06748	Q13547
O60941	P04406
P63244	Q16659
P15407	Q15853
O14788	Q8TBF2
P49959	Q10586
Q01201	Q04864
P10809	Q9NR28
Q8TEW0	Q9BYG5
P01106	Q92731
P06753	P16871
O95622	P38405
O75925	P42229
P48023	Q12778
Q13813	Q9NPI8
Q16795	Q9NX14
P62328	Q14451
P84103	Q13573
P12110	P13612
O15379	P0C0S8
P01236	P38484
P35968	Q92529
P05129	P67775
P06239	P28907
P05231	P26951
P35222	P63208
P48736	Q12933
P35626	Q8NGY0
O43707	P35221
Q92797	Q9UKF6
P62136	Q12879
Q9NPH9	Q9UHF4
Q9BPW8	Q9HA65
P15498	P50570
Q14674	Q8NDV3
P18146	Q96T37
O00401	P50552
P32121	Q96JQ0
P25440	Q92993
P49418	Q8WYR1
O00442	P01889
P29474	Q8IVI9
406901	Q9H9G7
O43251	Q9NW64
O15145	P11597
O15234	P38919
Q9H2U1	Q9Y478
O15335	Q13797
P01889	P08579
Q15583	Q9NVU7
P51532	Q13127
P01106	Q92922
P06241	P50851
P63261	Q9Y4K3
Q13263	Q9C030
P53350	Q9H6R7
Q9BW27	Q9UKX7
P01571	Q99062
P01023	P61224
P62244	P62993
Q02543	Q9Y4K3
P15172	Q92831
P06454	P08107
P06899	Q13547
O75821	P37840
Q8TD84	Q8TDG2
P63173	Q07020
406987	P30305
P12830	Q07021
P27816	P49841
P19793	Q96F24
Q7L0Q8	Q8IWW6
Q969G2	Q9UG01
Q4LE39	Q96ST3
P63261	Q9BPX5
P49459	Q00987
P51817	P54289
Q9H4E5	Q9P107
Q15834	Q9BWG6
Q16363	Q9Y3C7
Q969K3	Q969M7
Q13387	Q13432
O76021	Q9NX58
P42680	Q12913
P31946	Q14247
Q01196	Q13547
P08700	Q14627
O15198	Q9UJ70
O76015	P61981
O95452	P29033
P17600	Q13315
P09467	Q96D59
O95297	Q9NPD3
O75319	Q9H0R8
Q13151	Q15287
Q14155	Q9BZW8
Q5TA89	Q92858
P51531	Q86U86
Q00613	Q05639
O15264	P12277
P37231	Q16236
P08107	Q99933
P40227	Q13573
O75365	P40121
P09622	P16220
Q6P2I7	Q9Y478
O60925	Q99759
P13725	P15509
P03956	P15407
P05141	P20333
P15036	Q9NR96
P29597	Q92569
Q9H4B6	Q9UGP4
P61952	Q15147
Q14872	Q9BXS5
P54253	Q00534
P06756	Q14315
Q8WVM7	Q9UJ98
P18031	P42229
P49815	Q6R327
P38936	Q05516
A6NMZ7	P13612
O75525	Q8TBE0
Q13156	Q96E14
Q16659	Q9H7D7
P14868	P62993
P52630	Q8WXH5
P54252	P54727
O75197	Q9Y6F9
P04839	Q92793
P03372	P56705
O43318	P08107
P31749	Q6P1N0
O60341	P02708
P04049	Q16539
P07948	P17252
Q13042	Q13573
P26358	Q9P0U4
P01588	P19174
P51817	Q06432
P01106	Q6RUI8
P49023	Q9ULH1
P28482	P41212
Q53FA7	Q9BWH2
O43251	Q15717
574442	P28676
O60287	P16333
P08700	P17181
Q9H6R7	Q9HCP0
P01106	P52735
P55316	Q12778
P01106	P51532
406950	P10415
O95467	Q08462
P61619	Q15714
P05107	Q14192
P49427	Q13309
P04150	P19338
P46782	P62753
P10720	P41597
P17066	Q99759
Q12929	Q96ED9
P35916	Q15389
P61586	Q9NQU5
O95163	P21333
Q92900	Q9UL18
Q70EL1	Q9BY43
P30550	P30679
P30408	P31689
P10276	P45983
O95295	Q16539
P62195	Q14994
P40145	P59768
O00329	P54710
P60953	Q9NQU5
O75940	P49137
P0CG48	Q9UKV8
P01116	Q9UQ13
P37231	P42345
Q13573	Q15003
P38405	Q9UGF7
P36542	P62993
P08047	P22304
P40692	Q9Y253
P63098	Q9UJX3
P18085	Q13573
P26599	Q14683
P23229	Q9HBI0
P63146	Q9Y3C7
P36897	Q00532
P19367	P27540
Q9NPG1	Q9UBV4
P01137	Q03167
O75689	P17252
O75365	P51571
P32927	P50570
P01112	P07949
O15379	O75367
P02452	P23229
Q16777	Q969S8
Q92793	Q96BA8
Q6ZSY5	Q93100
P23921	Q16254
P46782	P61247
O15467	P46094
P21980	Q13153
Q9NYU2	Q9UGT4
P19438	P21580
O00217	Q9P0J0
P22681	Q08334
Q05655	Q9GZQ8
P06703	P63104
P01106	Q9NR45
Q8TF46	Q9NQT4
P31749	Q58FF6
P08134	Q9P227
P63010	Q15287
O75815	P61160
P46531	P98170
P02768	P06396
O15197	P52799
O00459	Q9UM73
P56545	Q96KM6
Q86SE5	Q92530
P08708	P23396
O15350	Q96EB6
O75015	P24071
P16471	P26441
Q14511	Q96J02
P11216	P62158
Q7L5N1	Q9Y2V3
Q15047	Q99549
P53567	Q9Y2D1
P62140	Q7Z2W7
P0CG47	Q13191
Q6QNY0	Q8TDH9
O95433	Q9BUV8
Q16637	Q9UMN6
Q5SXM2	Q676U5
Q8TAD8	Q9Y692
P53779	Q03112
P50995	Q99459
Q01804	Q9HAW0
P42338	P63215
P32298	P46092
P05556	P08514
P29353	Q05397
P19174	Q92831
P19174	P51816
P12931	Q12929
O00459	Q9UJM3
P35244	Q9Y4K3
Q12972	Q13522
P12931	P15529
P01112	Q9UQ13
P18146	P34810
O94910	P25054
P01566	P42702
Q13813	Q9UGI8
Q14161	Q86VW2
P53680	Q16695
O15504	Q96EE3
P01871	Q13009
P35658	Q9BW27
Q13573	Q9HCK8
P35579	P50402
P23396	Q9UKV8
P61313	P62906
O95716	Q96QF0
Q9H2G2	Q9NQC3
P01106	Q9H825
P35626	Q8NGI0
P58546	Q9Y478
P27037	Q15796
P05106	Q9Y3P9
Q8N5V2	Q9H9J2
P63096	Q01970
P25786	Q9H6J7
P21781	P35916
P19387	Q5UIP0
P61586	Q12802
P23588	Q15418
P51610	Q99877
P12004	Q09472
P18846	P78368
P56199	P56945
P46108	P55287
Q15287	Q8TAD8
O15111	Q9H467
P40145	P51817
P33993	Q9HAW0
O14641	P05771
Q13064	Q969T4
P41597	P48061
Q49AJ0	Q92993
Q14814	Q14934
P62979	Q9Y6K9
P27986	P46531
P42345	Q6MZQ0
Q00403	Q99442
P51159	P68104
P08758	P35555
P26678	P51817
O14618	P16871
P61981	Q92974
Q07283	Q9BUP0
P28482	Q8N5H7
P36873	Q9Y6K9
P17676	P40763
O00422	Q9UMX1
P30279	P42771
Q13287	Q9Y4Z0
P08069	Q01995
P01106	Q9BZR9
P41595	Q01668
P29460	Q13261
O43541	P16220
O95352	Q9H492
O60260	Q8TF42
P04637	P0CG48
Q13352	Q92665
Q16548	Q92934
P54920	Q13190
P06730	Q7L576
P04275	P13224
P01568	Q8N6P7
P09619	Q9NSA1
P62736	Q07890
O00626	Q99731
406982	Q16827
P13473	P51149
P06899	Q9UPS6
P08123	Q13683
P08138	P20073
P35626	Q15619
P02533	P25054
O94875	P31749
P46108	Q13349
O14974	Q13976
P15927	Q9NWQ8
Q9UNS2	Q9Y4E8
Q9H173	Q9Y4K3
P36873	Q7Z2W7
O60508	Q92620
P01111	Q7Z569
P01106	Q96BZ4
P08253	P10275
P01106	Q01094
P01106	Q14203
P17252	Q9H492
P49746	Q05397
P62136	Q7Z3T8
P52735	Q6WCQ1
P00488	P20073
Q92878	Q99459
Q5VWQ8	Q99962
O15155	Q13952
Q00653	Q08211
P62837	Q96GF1
P27797	P48454
Q13111	Q9Y294
P24941	P51610
P20336	Q96QF0
Q15326	Q15750
P49863	Q13509
P16949	P46527
P0DJD1	P63279
P25054	P47755
P0CG47	P62987
P04629	Q13191
O14639	O95751
B1A4H9	O60674
P07355	P62993
O15111	Q9ULZ3
P45985	Q96RU8
O00232	P62333
P15153	Q13017
Q15475	Q8NES3
P35221	P49768
Q8IWX8	Q96N46
P48544	P62873
Q08828	Q9HAV0
Q13191	Q13651
P06241	P07766
A6NHG9	P35626
O76071	Q96T76
P43146	Q14232
P60953	Q86Y07
O60290	P54259
P42568	Q14566
Q07157	Q9GZV5
Q9BY44	Q9P2K8
P51116	Q9NS73
P04637	Q15102
P04350	Q9NY65
O15379	P48443
Q5JQF8	Q9NY30
O60749	Q96RU3
P06241	P63172
P42338	Q9UK08
P08151	Q9UKB1
Q86YW9	Q9NVC6
P04406	P20333
P60520	Q14204
P62805	Q15788
P15144	P54253
Q99816	Q9BRG2
P05771	P11168
O15265	P58876
P46940	Q9UKW4
P61964	P62807
O43678	Q9Y328
O00574	O43927
O43889	P17612
O76039	P06241
Q00534	Q14188
P04049	Q9UQ13
P30084	Q9BXR5
P25440	P68133
P63010	Q9UKW4
O15127	P63104
P49639	Q03164
P01241	P14784
406983	P35222
P50281	P60709
O60359	Q13554
Q969F2	Q96BH1
P16298	Q13469
Q96LR5	Q9C040
P53708	Q07890
O75508	O95484
O75882	Q92905
P32881	Q08334
P11142	Q15750
O75376	Q9BQ87
P14778	P46734
Q14164	Q6NZ67
P17028	Q05516
P17612	Q9GZQ8
P55196	P60709
P67870	Q6IQ26
O00625	Q14938
O95376	Q00987
343477	Q15008
P56524	Q99879
Q05397	Q13972
P07948	Q92608
P62136	Q13464
Q96T76	Q9HAW0
P18146	Q13547
P12814	P26012
P19838	P38484
P29597	Q01344
O75914	P45985
P01344	Q16665
P08648	Q9UKX5
Q92997	Q96KM6
O43623	P28482
O14576	Q96FJ2
P35625	Q9UNA0
P53779	Q99956
Q8IXK0	Q96GD3
P06746	P27695
Q05397	Q9Y6N6
P08047	P60568
Q05209	Q9Y4C8
O43683	Q9UI95
P14678	Q15428
Q12933	Q5VWQ8
P05015	P14784
P01112	Q9UM73
Q12873	Q6I9Y2
P31947	Q13049
O15389	Q15645
O95049	P63261
Q9NRG4	Q9Y2J2
Q9NYB9	Q9Y3C0
P04150	P28562
O15260	Q8IUQ4
P41221	Q9H237
P37802	Q9Y4K3
O14807	P28482
P51532	Q969G3
Q6P158	Q9NX58
406955	P84022
