#node1	node2
Q13509	Q9BQE3
Q8TEW0	Q9NPB6
P07942	Q13148
P62714	Q8WW35
P62993	Q96SB3
P52333	Q92783
Q5TH69	Q96RG2
Q9P2D1	Q9UBE8
P61160	Q13573
P08754	P30874
P54105	Q9BQA1
O15524	P42224
O14497	Q01201
O75376	Q9UKV0
Q05639	Q15843
Q8WXE1	Q92547
Q92905	Q9H4A3
P16220	P78414
O14512	Q14627
O00743	Q8N8A2
O43541	P36897
O60739	Q9NR99
P49286	Q15084
P60866	P62857
O75909	Q15834
Q13310	Q8IZH2
P35558	Q9UGI9
P25205	Q14566
Q9BRV8	Q9Y3A3
O00410	P60520
P27695	P62330
O95218	Q13315
O75534	P01889
P08047	P16333
P10147	P25025
O15297	P19338
P61077	Q68DV7
Q969Q0	Q9BPX7
406961	P31749
O95467	Q9Y265
O75925	Q96RG2
P62993	Q9NQ76
P08581	P62993
O75159	P15509
P60709	Q6P4R8
Q13813	Q9H9G7
P35555	P61812
Q8WYA6	Q9H0G5
O00329	O14654
P17302	Q71U36
P22105	P26010
O95786	Q9ULZ3
P12830	Q9BPW8
406958	P13631
P27361	Q9Y6W6
O14543	Q5H9I0
O15524	Q6UXL0
Q15653	Q9NYJ8
P35626	Q8NGK0
P11229	Q9UBI6
P08648	P49746
O00626	P19320
O95400	Q07666
P07384	Q6IAA8
P01116	Q96ID5
Q14498	Q96GM8
5512	Q96SB3
O00258	P01106
O75937	P52272
Q71F23	Q9Y2X7
O43303	P41208
O14561	O43674
P22612	P28482
Q8IY81	Q9Y6K5
P17480	Q9Y2S0
P10600	Q04771
Q14209	Q9UQC2
P00441	Q08209
P61981	Q9UDY2
P26368	Q08170
P48551	Q9NPH9
O43306	Q9UBI6
P62191	Q9BRP4
Q6UXN9	Q9NP77
O00716	Q14566
Q9GZT6	Q9UN74
Q8N5V2	Q9BPY3
P51668	Q15714
P05386	P18621
O96013	Q86YP4
Q13315	Q9BRS2
P22736	Q14802
O60271	Q14240
P03897	P03901
P54920	Q14164
P29460	Q09472
Q8TCT6	Q9Y2Q3
O75293	P06493
O75173	P35625
P62837	Q15843
P18848	Q9BUB5
406995	P35625
O15270	P41182
Q07890	Q7Z6B7
O00220	P01730
P07948	Q14289
Q92900	Q96AP0
P30504	Q9NYU2
P01588	P40189
O00401	O43516
O15303	P04899
P12757	P23142
P06213	P52798
O14610	Q08462
P00533	P49757
P46092	Q8WTQ7
P30480	P62191
P51617	P58753
Q8NF50	Q9H4E5
P14635	Q9UM13
P0CG47	P23246
P04637	Q8N726
O75832	P17980
P30153	Q02641
P46108	Q9UK85
P00540	P01111
Q9GZT6	Q9H0Q3
O43426	Q99961
O43914	Q9NZC2
P17302	Q3ZCM7
O75995	Q13485
P11021	Q9Y6X8
P22392	Q9Y230
P25098	P46094
P12931	P23229
P02462	P08648
P25205	Q92794
P10415	Q8NEB9
O15264	O75676
P24522	Q8NFD5
O15379	Q9NWT6
P32121	Q8NHB7
P05019	P08581
26012	Q5VTD9
O60762	Q05516
P02786	Q14164
P08069	P48736
Q9NVP1	Q9UL18
P11474	P33316
P35637	Q12986
P38405	Q8NHC8
P01563	Q99650
P24522	P31483
P51114	Q5T3J3
P04899	P25116
P29590	P42345
Q5T9A4	Q9BUV8
P08172	P62879
P37023	P55055
P32121	Q8NG97
P62280	P62979
P56524	Q96KK5
P23921	Q9UKE5
Q9UM13	Q9UNH5
P40925	Q13368
O96006	P07602
Q96B02	Q9UBC3
574447	P51617
Q13237	Q9Y6F6
P23528	P68032
Q13616	Q969H0
P10275	Q15910
O43707	Q9UKX5
P19320	P42338
P42677	Q9UKV8
Q13177	Q92609
Q96MT8	Q9UQE7
P46940	P62330
P30084	P63104
P22392	Q13283
O95704	Q06481
P35080	P63267
P61081	Q6ZNA4
O14490	Q9Y566
O95819	P67809
P04350	Q13233
P08865	P62249
Q01344	Q969D9
P11487	P21802
P63104	Q92900
P61244	Q8N163
P25445	Q5T3J3
P05113	P42701
P23284	Q96EQ0
P63218	P84996
P27695	P78527
P60709	Q2M3G4
P10301	P28482
Q99836	Q9Y2C9
O95990	Q8TCG1
Q15038	Q9H0X6
P50990	Q99836
Q13315	Q4G0F5
P00533	Q6PKX4
Q9Y2Q3	Q9Y6M1
P05556	Q07889
O95295	Q9Y561
P10599	Q14103
P18074	P51948
Q5VVX9	Q9Y508
O60383	Q14807
P03886	Q86Y39
O95163	Q14204
P27694	Q9UNS1
P38398	Q09472
Q14527	Q149N8
Q13541	Q8N122
P16220	Q9BXJ7
O95630	P62993
P40763	Q01628
A0JLT2	Q14498
O60266	P05129
O14733	P45985
5512	P31749
P25098	P49682
Q09472	Q6AZZ1
P17676	P18146
P05129	P12931
O00329	P40197
P04637	P67870
P31946	Q96F86
P15882	P61587
O75970	Q96B33
P63000	Q13576
P05771	P19174
P56199	P63261
P32121	P51686
P05129	Q9NYF0
Q7Z6B7	Q9Y6N7
Q14683	Q9UQE7
P14778	Q13158
P61218	Q8WVC0
Q13573	Q9Y295
P01903	P01911
Q8IYD1	Q9H361
Q92844	Q9P2J5
Q13885	Q92974
406956	P84022
Q13573	Q8TAD8
P01891	P30101
P68363	Q99836
Q13151	Q86V81
Q15633	Q9BUZ4
574033	P38936
O00257	P10276
P14923	P52565
P17676	Q10586
P04406	Q13087
Q8TE12	Q9UBR4
P31943	Q92620
Q13315	Q14562
406950	O15111
P0CG48	Q9NQC7
P32248	P63096
P04278	Q04941
P0CG47	Q7LG56
P05107	Q12929
P18847	P22612
Q13263	Q9UQK1
P43146	P62906
P00533	P08253
406977	P08581
O14974	Q6WCQ1
P0CG48	Q9HAU4
P35626	Q96R09
O15067	P23508
P38398	P61968
P10636	P28482
406906	P49715
Q07021	Q13077
P63104	Q9NX09
P20073	Q05516
406906	Q9NRW1
P08637	Q9Y6Q6
Q9BQ15	Q9NRY2
P78552	Q9NPF7
P42345	Q5VZM2
P29401	Q9GZN1
P01571	P24394
Q5FWF5	Q9UQE7
O14757	Q9HAW4
P26599	Q14683
O94763	Q16186
P17098	Q13315
O75438	P51970
P16671	P54619
O60391	P78352
P32881	Q8N6P7
O15264	P30153
Q99459	Q9UBS0
Q16539	Q8IW41
O75093	Q9HCK4
P63104	Q96L34
P09630	Q9NRZ9
Q10586	Q9NR55
A6NM45	Q8N6F1
P05013	P78552
P60953	Q9UM54
P54132	Q15554
P06756	Q14315
Q99497	Q9UER7
O43913	O43929
P25787	Q99436
Q4VXU2	Q9UFF9
P51817	Q9Y478
O76003	Q9BQ66
Q5VWK5	Q8IZJ0
O15169	P35813
Q13555	Q13557
P03956	P15407
P10586	Q13136
O43633	P40818
Q9UBE0	Q9UBT2
P62195	Q13200
P14859	P20226
O96013	P08134
Q07889	Q7Z6B7
P31749	Q9UD71
P33778	Q5VTR2
O75925	Q15744
P39023	Q9H1Y0
O75937	P84103
O95400	P62136
P49918	Q13616
442890	O75364
P51610	Q96ST3
Q8NEM7	Q9HBM6
P48454	Q9UJX6
P56537	Q3V6T2
O75015	Q8NHJ6
P63104	Q14432
P49716	Q15744
P11234	Q16512
P51681	P61604
O94817	Q13151
P06241	P54829
P05019	Q9UK32
P18146	Q9BT09
Q12913	Q99569
P06454	Q14974
P48729	Q13158
P40145	Q9UBI6
P13861	Q03135
P22607	P42566
P05412	P31749
P30304	P31946
P27540	P52789
P53618	Q16539
P47712	Q14344
O95294	P01112
P12318	Q8IYS5
Q15562	Q9NQB0
P50150	Q01970
P43364	Q05516
P0CAP1	Q13574
P62807	Q9UQL6
P36888	P42336
P16234	Q9NSA1
Q8TAD8	Q8TBK6
P32927	Q9HBE4
O43561	P42336
Q93077	Q9UKV0
P25940	Q13797
A0JLT2	P22087
Q14457	Q7Z3C6
P35626	Q15615
Q01814	Q13237
O43889	Q09472
P09919	Q969J5
O00231	P62191
O95837	P35348
P43246	Q92830
Q8NEU8	Q9UKG1
O00463	P42336
P17931	Q13950
Q96A33	Q9Y2Q3
P18124	P22736
Q13888	Q6ZYL4
P19429	P67775
P01236	P08887
Q70EL1	Q9HD42
P46527	Q03164
P24394	Q8IU54
P11309	P42226
Q01804	Q96JB5
P53779	Q86UL8
P48729	Q16625
P35498	P50151
P10914	P28907
O00232	P51665
P24468	Q9H422
P16220	P51532
O43156	Q96Q15
O00206	P28482
P43250	P46094
P11362	Q8WU20
P49137	P53778
P52732	Q99459
P19174	P21802
O43791	Q8IXJ6
P04049	Q02750
O60238	Q07817
O00175	P32246
P31749	Q02930
P68104	Q13625
P11362	P46108
Q03164	Q9H672
P24534	P60709
Q13111	Q13315
Q7L523	Q8N122
Q14008	Q92932
O00401	P17301
P04183	P62328
P01857	Q68CZ2
P14635	P31947
P51817	P63211
P63279	Q8WVZ7
P19838	P45983
P62873	Q15147
P17676	Q13485
P04899	P47898
O00273	Q9Y4E8
O00463	P27986
P63218	Q96PN6
O43390	Q15366
P0CG48	P62987
P04637	P51531
Q15382	Q96B36
O15530	Q9H079
P17612	P30307
Q00987	Q96FW1
P01106	Q9NQT4
P55345	Q8WTV0
P27797	Q07820
Q07869	Q15648
P12931	P35326
P05091	Q14194
P52735	Q16695
P12004	P30504
P01588	Q14626
Q96AY2	Q9BQ83
P06239	Q12959
P06493	Q92993
P21246	P24522
P0CG48	Q14934
P56645	Q13616
Q70SY1	Q9UDV6
P22612	Q9H1R3
P01100	Q07889
P62877	Q14241
Q12962	Q9Y6J9
P18848	P49716
P48039	P63218
O75529	P01106
P31942	Q9Y6E0
P14324	Q9HCD5
P33993	Q9Y4K3
P02768	P04264
P29590	P63165
P17024	P54257
P35626	Q13606
O14526	Q05516
P36894	Q8WUH2
Q96CW9	Q9HBW1
P58107	Q2M3C7
P18074	P28715
P46977	Q86WV6
O95006	P32121
P01563	Q6UXL0
P05106	P23229
P42338	Q13733
Q13564	Q15843
P35579	Q99759
Q92993	Q96NT1
O00506	Q08379
P15153	Q13485
P63279	Q01826
Q13748	Q3ZCM7
P17661	Q9HAU4
O00442	P01889
P53539	Q96EB6
Q14653	Q8IUC6
O00329	P16144
O43660	Q9H3G5
406912	Q99835
O43390	O95400
P16333	Q96GP6
P11802	Q99828
P01042	Q07021
O43683	Q13257
Q15155	Q969Q1
O76002	P38405
P05023	P23528
P00505	P21796
O43676	Q86Y39
O75676	P16220
P53778	P62993
P61927	Q9NY93
P05305	P25101
O75955	P04278
P46781	Q9UKV8
Q13936	Q969Q6
Q00987	Q96RL1
P03928	P62993
P63000	Q9UKW4
P48023	Q96JB8
P41235	Q15596
P30480	P54578
P49796	Q13568
O60674	Q6S5L8
P16144	Q08043
P22087	P24941
P16871	P48643
Q96IT1	Q9NWS9
P02545	Q13535
P05387	P16104
Q13573	Q9H4L7
O95793	Q06787
O14744	Q01094
P37235	Q9UJA2
P05496	P24539
P49792	Q99567
Q13310	Q58A45
P49674	Q9BZL6
P22607	Q99962
P24723	Q9HBA0
P15498	P62834
P04156	P05067
P27361	P42224
P02751	P27658
P26010	P35609
O75943	Q9UM73
O43914	Q5TFQ8
O94811	Q01959
Q16659	Q9UKK9
P17028	Q13315
407006	Q96LC9
Q05048	Q92797
P15170	Q14457
O60907	Q8IUQ4
Q15797	Q9BRB3
O14490	P12931
P51168	Q8N668
P38405	Q8NGR2
O75420	P08069
Q13315	Q9UKM9
P08575	P17931
P30450	Q99706
P01106	P20807
O15547	P04637
P10301	Q12967
P15248	Q01113
Q86YV6	Q8TD86
Q14164	Q15691
P20963	Q13432
P06748	P62805
Q08211	Q92956
P21246	P42224
O15105	O15530
P01583	P27930
A6NHL2	Q96CW5
P63092	Q9UK08
P43657	P50151
O75578	P18084
Q9H8S9	Q9Y4K3
P40337	P41252
P67809	Q00839
O14686	Q15291
Q13315	Q6ZWJ1
P41586	P62873
O43187	P46977
P30480	P33993
P06239	P35222
A8K6C2	P26992
P22455	Q00722
O14827	Q15788
P01106	P22732
P48059	Q99708
P17813	P36897
O95251	P33993
Q12933	Q92569
O14492	P06213
Q16637	Q5VU43
O00574	O00626
O14640	Q15257
P49841	Q9UII2
P06239	P10966
Q00597	Q9H5J4
O43187	Q9H0E2
P52272	Q07955
Q13352	Q14181
P00533	Q86YW0
P04049	P36873
P30154	Q15173
P20226	Q8ND76
Q8WZA2	Q9NRX4
P05362	P19838
P31751	P35222
P01106	Q8NF50
P49716	P55289
Q13643	Q15796
P01589	Q16619
O00237	Q96B02
P61224	Q9BRK5
P03372	P05412
P20936	P49023
Q9BQY4	Q9Y4Z0
P07550	P08754
O43516	P43403
P63104	Q06830
Q12968	Q13554
P04637	Q8IUQ4
P61244	Q9UDT6
Q6UY11	Q9BQ66
Q7Z6J0	Q8IVH8
P01588	Q9UIK4
P26358	Q6BDS2
P29350	Q9HC73
P45984	P84022
Q7Z2Y5	Q92905
A7KAX9	P16333
P46781	P60866
O95622	Q9UK08
P08138	Q15628
O14950	P36873
O43809	Q9BXF9
Q13618	Q693B1
Q9H173	Q9Y678
Q01538	Q13526
P07948	P27361
P01567	Q9UHF4
P36897	Q86XS8
P62993	Q9ULI4
Q14155	Q92888
P17252	P42345
Q8IY92	Q99497
P32121	Q96RD3
P20827	P35968
P17612	Q03060
Q13535	Q9P2K6
P13693	Q07817
P04626	Q9Y490
P17612	P46020
P31947	Q9Y446
P01106	Q8N531
P46783	Q07021
P04899	Q15147
P01040	P07858
O60232	Q02413
P24941	Q09472
Q04695	Q13191
P01106	P51571
P83916	Q13263
P54253	Q93062
O15350	P63244
P04049	P61586
P63261	Q04759
P56182	Q53EL6
P35749	P62736
O43809	Q9P2G9
P07550	P13473
P62993	P78527
P09693	P48736
P52597	Q16629
P32519	Q13469
P27348	Q04912
Q8IVF5	Q96L33
Q16659	Q8WU39
406991	O75159
P46109	Q15303
Q07011	Q12933
P10586	Q6S5L8
Q13526	Q9H9S0
P25116	Q8WYR1
P48544	P51817
O60739	Q96BK5
O60739	Q15631
P63104	Q96F07
Q8WVM7	Q9NTI5
O95149	Q6ZN04
Q9HCG8	Q9Y421
P01241	P54819
P10827	Q13503
P62955	Q13362
P19174	Q07666
A5PL33	P49841
O75934	Q15637
Q14197	Q9Y2R5
P04406	Q96EB6
P22455	Q13191
P08047	P14635
P38159	Q8TBB1
P17301	P18564
P07711	P22314
P52735	P84022
C9JDP6	Q96B33
P01569	P78552
P01584	P14778
Q96RT1	Q9Y289
P11802	Q14683
P10275	P25116
O43292	Q9UL03
P01563	Q01344
O15504	P49792
Q15154	Q9P209
P00918	Q2Y0W8
P02452	P31431
Q71UI9	Q969S8
Q14194	Q99832
P22528	Q15853
Q9UBS0	Q9Y243
P03891	P51970
P10912	P41235
P29762	Q13595
P23467	P42768
P63000	Q96N67
Q96KJ9	Q9HC24
O15553	O43586
P0C5Y9	Q9UBN7
P57078	Q9BUZ4
P25054	P49841
P21757	Q9Y4K3
P46379	P62979
Q6UWE0	Q8IXR5
P08637	P53778
P13569	Q5SW79
O60266	O95398
P15498	Q9Y2R2
Q8WZ42	Q9UHX1
P05067	Q9Y5Z0
P08648	Q13753
P18887	Q01094
P62877	Q92765
P58062	P82930
O15504	P52948
P42336	P60763
P06576	P30049
P10826	P17676
P05556	P62834
O94979	P25054
Q86YV6	Q9NQU5
O43524	Q08050
554210	Q9Y2M5
O60262	Q96PN6
P52272	Q8IWZ8
P98187	Q9UJU6
P00533	Q16695
Q8IYL3	Q8NBJ4
P01112	P09619
P11362	Q15389
P21796	Q8N9P6
P34820	P36894
P09544	Q6FHJ7
O60759	Q15438
P08754	P22694
Q13561	Q96G01
P62249	P62851
P14598	P17947
O15519	Q9UER7
Q15427	Q9BUJ2
P23508	Q9UHV9
O75528	Q9H213
P04049	Q15139
A6NC98	Q9HAU0
O95139	P03923
O94864	Q9HBM6
P52732	Q5VVJ2
P01308	P22455
P10912	Q13007
P07948	Q9Y603
Q8NHZ8	Q9UKT4
O43306	Q13557
Q12933	Q9Y4K4
P54257	Q9H0U9
Q8N2W9	Q9H213
P18848	Q9UK32
O14641	Q14332
P04222	P60900
O94973	Q9NZN4
Q9UBN1	Q9UQM7
Q15291	Q99880
P62304	P62306
P10827	P63261
Q01955	Q9HCN6
P68104	Q96QB1
Q13748	Q8IUQ4
O75578	Q13751
P30968	P63092
P62244	P62273
P67775	Q9Y624
P48729	Q9Y2B4
O43320	P16234
Q5VVX9	Q6PJ69
P0CG47	Q9Y3C5
O00744	O95813
P17181	Q16619
Q9BQ83	Q9NSB2
O15524	P52735
P30480	Q9Y295
P18146	Q15532
P05388	P62258
P13942	Q13683
P12931	P42679
P00533	Q96EY1
O14561	O95178
Q15233	Q9H8W4
P30876	Q9HCS7
Q13573	Q9Y6D5
Q04759	Q9NSE2
P01375	Q9Y5S8
574411	P08183
P10912	Q86WN2
P53350	Q96T58
P33993	Q9Y5N6
P25098	Q13371
P52907	Q14164
P04271	Q15109
Q02535	Q16666
P18146	Q9BZJ6
Q96CN9	Q9Y2I6
P56705	Q6FHJ7
O75251	Q86Y39
O00237	P51668
O14965	Q9UD71
P05771	P50281
P08575	Q15118
P11049	Q9BXN2
O43541	Q96FA3
Q9NZD8	Q9UJY4
P46092	Q9Y4X3
P42262	Q13557
Q13185	Q9H081
P08047	P15692
O96013	P45985
O60861	Q00839
Q4VCS5	Q9GZV5
Q01081	Q15287
Q99558	Q9Y230
P11831	P17275
P62745	Q13009
P42768	Q07960
O75582	P01106
Q5T3I0	Q8IY92
P18077	P61353
Q15365	Q9UHX1
P08173	P63215
O75928	Q05516
Q8IZL8	Q9NU22
P46734	Q14203
Q9NPF5	Q9UBU8
P12268	P40337
O00291	O60925
O60262	Q9NPH0
440264	Q04637
P06213	P27986
P07942	Q92766
P0CG48	Q13233
P19875	P32246
O43318	P07437
P19793	Q14994
Q8N257	Q96RL1
O00305	Q9Y5P8
P00533	P10644
P22003	P36894
P62993	Q92966
P22694	Q9UN42
Q13126	Q8WY64
O75446	P51610
Q5VTD9	Q9P1U0
P0CG48	Q9H0E2
P05107	Q99704
Q86UE8	Q9NVP2
Q13153	Q96B97
P04183	P04217
O95295	Q99570
P17612	Q9HBA0
Q92597	Q9UL03
P45973	Q15047
P09874	P49715
P27986	Q14790
Q14192	Q9H2S9
P04406	Q14919
O43516	P01106
O43566	P04899
P68104	Q99459
O95400	P23246
O95352	Q96EB6
P45973	Q13472
P35354	P58012
P42566	Q9Y6I3
P08670	Q14203
O15226	Q04206
P11308	Q6P1J9
P48549	P51817
Q12809	Q96RG2
Q6NUN9	Q9NR28
O43617	P0DI81
P49716	P50591
P45973	Q13111
P21796	P67870
P61604	Q92956
Q07157	Q9NSI5
Q96JB5	Q96RT8
O00548	P21675
P05412	P29459
P10144	P52565
O43395	P41235
P48454	Q13522
P63261	Q14247
406982	Q4LE39
P04156	Q03135
O95477	P18146
O43524	Q96BR1
P32121	P51684
P12277	P19838
O43513	Q92731
O00459	P27986
P31749	Q70SY1
Q13185	Q9UPN9
Q13315	Q96CX2
P21333	Q15399
Q93100	Q9UQK1
P11387	P63279
P26640	P40337
P49736	Q8WYB5
P60953	Q12982
P53539	Q16539
P06241	Q9HCM9
Q96BY7	Q9Y484
O75376	Q13227
P55795	Q07955
P60228	P62330
P22392	Q00005
P60709	Q92747
P35900	Q8IYI6
Q15843	Q9UKT5
P11487	Q99502
P54253	Q8WW36
Q15027	Q15836
P37231	Q15466
P01876	P04264
O15111	P51617
P35658	P42224
P45984	Q03112
O15379	Q9BQ87
P13232	P52333
P35268	P40429
Q9NR30	Q9Y478
O95251	Q92997
Q13797	Q16787
P31946	P49674
O14974	Q96A32
P09661	P30480
O75159	P51692
P63104	Q9Y2A7
P11362	P52798
O95433	P43699
P35558	P41235
P08648	Q07890
P46934	Q15303
Q96RY7	Q9NYQ7
O14939	P48736
P28562	Q9NVI1
O14904	Q9Y5W5
P06400	Q15435
O95813	Q9H1J7
Q9NZI2	Q9NZV8
Q13315	Q99638
O60260	P55036
P35080	Q562R1
P07766	Q8TE67
P22681	P27348
P17861	P28066
Q06609	Q96RT7
P22612	Q86W47
O43524	P50591
Q96FV9	Q9UHR5
P51817	Q05586
O00213	Q12800
Q01814	Q15599
O60861	Q8IZP0
Q96RT1	Q99569
P62324	Q9UIV1
P18887	P67870
P18146	P27797
P62714	Q4G163
P30291	P31749
O75533	Q8TAD8
P68400	Q15545
O14763	Q13546
P48039	P59768
O60684	Q9UI14
P05305	P35318
P23771	Q03014
P48454	P62158
O60216	Q9NP77
O14933	Q86UD3
O14745	P60484
P62993	Q9H3S7
Q06124	Q8N109
P45983	Q9Y5K3
P69892	P69905
O76054	Q9NRR5
P35637	Q07817
P40818	Q9Y3E7
O95347	Q9HC98
Q7Z5K2	Q8IZH2
O60941	P11532
P04054	P29992
P62258	Q0VF96
P50991	P63104
P08754	Q3V6T2
Q01780	Q99547
P78395	Q15370
P32881	Q9HC73
P42224	Q7Z2W4
Q02750	Q6VAB6
O14763	Q15628
P62937	Q16849
B1A4H9	Q969J5
P62993	Q96NZ9
Q13485	Q13501
P63104	Q99683
P23527	Q13547
P17948	Q9H0M0
Q8N257	Q9C005
O75643	Q13435
O75578	P02461
P04150	Q15596
O14920	Q8N163
P32121	Q6IF42
P05814	P62993
P12318	P46108
P00533	P10275
O96006	Q8TDP1
P18124	P35609
Q9BUM1	Q9UGI9
Q01844	Q9H173
O75376	P62258
P01241	Q15691
Q15583	Q9NPJ1
P01574	P17096
Q9BUV8	Q9Y5J5
O75116	Q13480
Q02641	Q13557
P28799	P54259
P15924	P19838
O14730	P22087
O15205	P04637
Q07890	Q52LW3
Q13137	Q9BVV2
P01889	Q9Y5L4
Q13137	Q8IZC7
P01579	P01589
Q7L5N1	Q9Y4E8
Q15738	Q15800
O00217	P03897
P34932	P63104
P0C1H6	Q6FI13
P62244	P63220
P10636	Q9NY61
P13010	P45983
P35225	Q07666
P31749	P42858
P52435	Q9NX70
O95167	Q9P0J0
P09874	Q02539
P00533	P06576
Q8N257	Q9BY41
P08173	Q5JY77
Q13315	Q9NY61
Q14254	Q9BX66
P10599	Q92905
P07947	Q15717
P11171	P61981
P50395	Q13177
P60709	Q9NSD9
P06241	P07332
Q9NXR8	Q9Y4A5
P00558	Q16665
Q15370	Q9H765
P51817	Q96D31
P19793	Q86YW9
P63104	Q9BV73
P62873	P84996
P51817	P61224
P07996	P26012
O75365	O95831
O00590	P13500
Q96KK5	Q9UKV0
Q6P0Q8	Q9NRP7
P32121	Q9H2C5
O00459	O14610
406935	P04637
P09914	Q86WV6
P11940	Q01081
P38936	Q16665
P48023	Q5TCZ1
P05423	Q99459
O95400	P07237
P22362	P51686
O95467	P29274
P10767	P35968
Q92993	Q9H0E9
P46779	P63173
P04844	Q92597
Q14155	Q9NQU5
P01111	P41182
442917	Q15303
O00232	Q99460
O60674	P78552
Q13489	Q6GPH4
P28482	Q15750
Q99259	Q9H2G2
Q99836	Q9UGK3
P0CG47	Q13233
Q5VWK5	Q9NPH9
O00268	P05412
O75381	P40855
P06213	P52803
P17252	Q14957
P53708	Q92752
P43686	Q8N3K9
P84996	Q13639
Q6FHJ7	Q9UBV4
P11474	Q15466
Q14691	Q7L590
P02753	P02766
Q8TEY5	Q9UQM7
P68431	Q96LA8
P19012	Q14533
O96017	P38398
Q9H270	Q9NRW7
O94864	Q92830
406952	P21453
P26368	Q14683
P54619	Q13573
P24864	Q08999
P10398	Q92614
P58876	Q6UXN9
P55774	Q13432
P62829	Q9BRP8
P38646	Q9UKV8
P20248	Q8WXE1
Q14204	Q9BUV8
P04626	Q92569
P15153	P45985
P53779	Q13432
P06493	Q99728
P09936	P63279
Q14164	Q92985
Q15714	Q16531
O00217	O95298
O15379	O75928
O76064	P38398
P62979	Q15303
P20226	Q5H9L4
P24941	P62249
O60232	Q96JP2
P31939	Q96JH8
P43364	Q13490
O14793	O43765
Q8NHQ1	Q9BUY5
Q13232	Q9Y5J5
P18848	P51812
P13807	P49841
P28749	Q16576
P21673	Q92993
P01574	P10914
P27986	P30086
O43353	P45983
O43187	Q8NI60
P05771	P15056
Q96JK9	Q9UM47
P61421	Q8TE12
P63104	Q9H9J4
Q15831	Q9H6T3
P06401	P42338
P35637	P61978
P02549	P50552
O95863	P49841
P42696	Q13315
Q92733	Q9Y333
P33778	Q969S8
P43146	Q8N5X7
O14775	P53602
Q92830	Q9Y6J9
Q6ZVK8	Q9BQ66
P28482	P50150
P63215	Q15147
O15091	Q14197
P01579	Q92786
406987	P50548
P30281	P49841
O75928	P63244
O00505	P09429
P08700	Q5VWK5
P59768	Q92633
P06239	Q13283
P42858	Q14194
P32246	Q9Y4X3
Q15303	Q9NR46
P06401	P53779
P46777	Q02543
P23246	Q13535
Q13573	Q8NB16
P15336	Q13485
P15260	Q13191
P21854	P29350
P61981	Q8NHQ8
P40238	Q9NYY1
P15311	Q9Y6Q1
P21673	Q9NUT2
P08254	Q99727
P30279	Q00535
P06493	Q13526
O15519	Q02750
O60216	Q02224
O95931	Q99496
O00429	P62256
P52756	Q8IX12
P23508	P43246
P78563	Q13526
P60709	Q99829
P62258	Q00536
P04637	Q5VTR2
O00305	Q00005
P08473	P41235
O60343	Q9ULA0
P14672	Q9UER7
P47902	P49715
P01178	P30559
P16671	P49746
O43164	P51668
Q92585	Q92831
P24941	Q05516
Q13137	Q9Y3C5
P63104	Q13191
P42768	Q12913
P21802	Q9HAU4
Q13042	Q99459
P06241	P25445
O75592	P61981
P01100	P01111
P63241	Q9H0D6
P48551	Q9NWQ8
Q07817	Q9UMX3
Q96BA8	Q9NR55
P28482	Q99941
Q86UR1	Q8NFA2
Q03518	Q9UER7
P26641	Q7L5D6
Q9BXP5	Q9Y2X7
P53778	Q06413
Q13352	Q9Y5P4
O00459	P06401
P02751	P98066
P48378	Q99750
O00463	P45984
P62308	Q14194
Q13387	Q96JG8
P05412	P53539
P63279	Q9UHY7
P27348	Q6PKG0
O43294	P78396
P06400	Q08050
P23458	P31785
O75822	P60228
Q06787	Q7Z417
P34931	Q92844
P18146	Q02750
P51817	Q8TEY5
Q07890	Q9Y5K6
P0CAP2	Q96GD3
P63104	Q0VF96
P14784	P55072
O00206	P16671
P36873	Q08289
O15198	O60315
P14866	P26599
P0CG47	Q13415
P31431	Q9BRJ7
O95071	O95402
Q9BWW4	Q9UPN9
P07199	Q17RP2
P29350	Q9UKJ1
P0C5Y9	Q9UQL6
J3KMZ3	P28482
O76021	Q9UL18
O75521	P32121
P63096	Q01668
Q07866	Q16659
P42336	P54710
P21741	P23467
P0CG48	P53804
P36888	P42338
Q92993	Q9NRX3
O96019	Q6STE5
P84022	Q9HAZ2
P55210	P99999
Q16543	Q9H254
O14879	Q12933
Q15554	Q96MF7
P01116	Q9UM73
Q13535	Q9NTJ3
O95400	P62308
Q8N257	Q9UQL6
P04350	Q14155
Q9BS18	Q9UNH5
O15264	P04049
P25054	P35658
O00422	P08151
O95500	Q07157
Q70EL1	Q9NZZ3
P02545	Q13155
O14544	Q9UHF4
A7E2Y1	P60709
O14744	Q9HCK5
Q86U86	Q9UPN9
P18084	P35609
P42677	P60866
O14965	Q12972
P62256	Q8IZP6
P11171	Q15907
O60341	P60709
P31749	Q07817
P05556	P26006
P20585	P43246
A1A4S6	O00212
P33992	Q9UJX2
O14745	P26038
P62826	Q05639
P24385	Q9H160
P78559	Q9H492
P30480	P55735
P48454	Q9UM13
O43463	Q96EB6
Q92569	Q9UBI6
P49841	P54252
P28300	Q86SQ9
P03915	Q9Y6M9
P62891	P83881
P62380	Q8N357
406988	O60315
P37287	Q92535
Q15797	Q92886
P08134	P85298
P61586	Q99819
Q15744	Q16520
Q15942	Q9H422
P10827	Q92569
P18146	Q13164
O15245	P51610
Q15811	Q9NYL2
P10827	P27986
P46199	Q9UM73
P00533	P52797
P00491	P30480
O14641	P05771
P00519	P05067
P17252	Q07021
O00459	P05019
O75438	P56556
