#node1	node2
P50148	Q86XP0
P55268	Q9UKX5
Q99700	Q9NWB1
Q14134	Q8TES7
P10914	P29350
P13501	P16220
P49641	Q9Y383
P07332	P17947
Q08050	Q16363
P04049	P30086
P41240	Q9NWQ8
Q13555	Q9BXT2
O43889	Q9NR55
Q13485	Q9HCS4
Q13315	Q96G28
Q16659	Q99719
O75916	P63096
P08069	P49767
P17844	Q13547
Q9NV56	Q9NXR8
O14965	P20936
P62888	P62913
P46108	P56945
P22736	Q9HCK4
P30273	Q06547
P0C5Y9	Q93079
P31946	P49685
O75694	P01106
P62913	P63173
Q08170	Q13247
O75093	P54259
Q68CJ9	Q93009
P53778	P62714
P10398	P14618
O75352	Q15126
P09038	Q02763
P06400	P15692
O14508	P42702
O75956	Q14703
P08253	Q99075
Q9H0H5	Q9H4E5
Q92994	Q9Y5Q9
Q9C005	Q9UBL3
P01225	P23945
P32121	Q96R48
P26992	P40189
P10275	P41161
O76070	P45983
P62987	Q86WV6
P15408	P53778
Q15834	Q6ZU52
O95751	P18146
P01236	Q9UHF4
Q96B96	Q9UGN5
P17252	P63261
O76081	P48039
Q12778	Q8NHY2
P35080	Q9NTX7
P56746	P56747
O14497	P38398
O75674	Q86YL7
P20809	P24394
P29590	P48729
O95409	P21728
Q04917	Q8NHQ8
Q15750	Q8WUM4
P52735	Q8WUB8
P24588	P46940
Q14161	Q15052
Q8TAQ2	Q92925
P10809	Q14197
P98077	Q16288
O43719	O75554
P29590	P42771
O60262	Q9HBW0
P49841	P50148
Q00610	Q01968
P27708	Q8NEV4
P16499	Q13956
P35251	P40937
Q13404	Q7Z419
P27986	Q9NQZ6
P62879	Q9BPY3
P06748	P31749
P51531	Q92922
Q6AZZ1	Q92993
Q09472	Q8N726
P01243	P07355
Q07890	Q5JSL3
O00141	O15067
P62917	Q11203
Q8WUI4	Q96QV6
P63092	P63215
O94805	Q92925
P41743	Q9HD67
P36402	Q13761
P25098	P51685
P63261	Q9Y4K3
P62195	Q9UNM6
P17535	Q16539
Q6ZNE5	Q99570
O75581	Q13467
O95967	Q96FE5
P09923	Q12778
P49773	Q14134
P30480	Q13148
O14640	Q8N752
Q93009	Q9HC52
P18146	Q99661
Q13643	Q8HWS3
P06493	Q05516
P35609	Q13683
P39656	Q9BV47
O00148	Q13838
O95487	P55735
Q13546	Q9BX69
Q6QNY1	Q8TC12
O14920	P14778
P63104	Q14764
Q06330	Q92769
Q96EY1	Q9Y6K9
P06132	Q12873
P17612	P61952
P51991	Q01130
O43143	Q96I25
P07948	Q86WV1
P30291	P31946
Q6IA69	Q96JP2
P49675	Q53ET0
P02686	P49759
O75533	O94817
P05121	P27540
O15379	Q8TF05
P61313	P84098
P33240	Q05048
Q08493	Q9UQM7
P36639	Q9HC36
O95049	P56748
P59768	Q99677
Q00013	Q96CV9
O14745	Q9ULV1
Q15365	Q96EK4
O60721	P55157
O00141	P25942
Q969G3	Q99459
P49336	Q92830
P06241	P16150
406984	Q9Y2M5
P61218	Q9NW08
Q02833	Q92574
Q14839	Q8WXI9
Q68EM7	Q92730
P32246	Q16663
P32121	Q9ULV1
P08631	P42684
P01112	P04629
O00422	Q9H993
P32121	Q8NGN0
P41743	Q4KWH8
O00232	Q5VTR2
O00213	O94985
P24385	Q4LE39
O14788	Q8TAM1
Q86SQ7	Q9Y4K3
Q3ZCM7	Q9NY65
O14641	Q9HC62
P78371	Q7Z6L1
O15524	P00533
P01236	Q08334
P02452	P18564
P55316	Q09472
P25963	Q15750
P10599	P11171
Q04917	Q92574
P16220	P25774
O95067	P24941
P41225	Q15583
Q9NWA0	Q9UHW5
P23284	Q96BK5
O60921	P25787
P46100	Q9UER7
Q9H5H4	Q9UI09
P63104	Q5SW79
Q13748	Q96RT8
P04899	Q96PN6
2310	P06493
P38936	Q68CP9
P54725	Q12933
P62191	Q9UL46
P08962	P51636
P20273	P23634
A2IXV5	P31994
P52948	Q8NFH5
P49593	Q13153
P51532	Q16695
P28074	Q9Y4K3
Q99578	Q9NZL6
P05771	P20700
P18084	Q9UKX5
O15143	Q9P1U1
P30050	P35268
O75751	P00519
P49321	Q13315
P19338	Q13573
P01106	P27361
Q15050	Q9NX58
P19544	Q14192
P46527	P78396
P10828	Q96ST3
P06493	P78396
P04049	Q07889
Q96RN5	Q9BTT4
P67870	Q99873
P47712	Q7LDG7
Q15008	Q9Y4K3
P08754	P63211
Q05397	Q92752
P25098	P46092
P23508	Q13617
P50570	Q05516
P52735	Q07889
P20700	Q14739
P08253	P50281
P08670	P35555
O60503	Q8WZA2
O75369	P46108
P08107	Q5VVJ2
Q08209	Q14934
P09769	Q14289
P13569	Q9NQH7
O95685	P36873
Q12841	Q13705
P49841	Q70SY1
Q15653	Q8N163
O43741	O60825
P84098	Q9Y3U8
O15392	Q53HL2
Q5QNW6	Q9BTM1
P04406	P09603
Q93062	Q96LM6
Q14164	Q9UM54
P30305	Q16513
406958	O75030
P63000	Q9UN19
P38405	Q8NH87
Q08828	Q9HAV0
P01042	P03952
O96013	Q8IXI1
O60673	P12004
P20073	Q5RL73
P04004	P15151
Q05086	Q9P2M4
P32121	Q8NGZ9
Q14061	Q9UKR5
O43166	P31947
P05556	P78324
Q15291	Q6DRA6
Q92905	Q9BXL7
P01889	Q16836
P62917	Q15843
P33402	Q02153
P28749	Q16254
O15479	P62263
O14920	P04350
P10242	P61626
Q13118	Q15393
P62945	P83731
P22612	P63211
O00212	Q9Y3M8
Q04206	Q9Y6Q9
P29460	Q99062
Q02962	Q99502
Q13573	Q9H1A4
Q5VTD9	Q7Z406
P06756	Q14315
P20671	Q92769
O14920	O95786
P23510	P43489
P60880	Q15811
Q8N2W9	Q9H213
P62745	P78559
P46108	Q9P1A6
Q86XI2	Q9Y5J5
Q07889	Q9UJF2
Q16539	Q9Y243
P68400	P83916
P27694	Q9H1I8
9757	P54253
Q86YS3	Q92664
Q15118	Q15119
P50991	Q15257
P04637	Q92890
O43677	O95139
P12270	Q13315
O43181	O43920
O75449	P18146
P29350	P78324
P05019	Q15349
O95166	Q9UN88
P24385	Q9H160
O43463	P06400
O95989	Q9UID3
Q8IYK4	Q9UMX0
P07602	Q7L5N1
O00303	O60832
Q13007	Q8IU57
P68402	Q9BZL4
P29692	P40337
P31946	Q15418
O15015	Q12933
P05067	Q99714
P16671	P35443
P41743	Q8TEW0
P32519	Q04864
P41595	Q01668
O94817	Q6P2I7
P25391	P53708
406976	P08581
P05783	P23508
P01308	P21802
Q13177	Q16630
Q13952	Q15011
P57088	Q9P1U1
Q12905	Q13535
O15399	P36873
P52735	Q8WZ42
P01308	P28482
Q13315	Q96EY1
O75446	Q9H7L9
O95168	P17568
P19447	P32780
P38405	Q9GZK3
P22607	Q99961
O14775	P51828
Q8NF91	Q9NRI5
P10415	Q16611
P31749	Q3V6T2
P61981	Q9NQG6
Q8WZ42	Q9NY93
P35240	Q92574
Q13617	Q96DG6
O43683	Q13315
P38405	Q8NH03
P26599	Q05519
P11142	Q9Y4K3
P20671	P83916
O75251	O95169
P04899	P51684
P18146	P32418
Q9BVP2	Q9P2S5
P01023	Q92890
P31943	P62993
P15498	Q15942
P42345	Q9UGJ0
O96028	Q13315
O94855	P61968
P54253	Q92794
O96006	P0DI81
P52597	Q92945
P35221	P61981
Q13042	Q9UNH5
P62993	Q8WWI1
P00813	P04150
O75486	Q9UPT9
P01781	P01857
Q8WVD3	Q96B02
O00257	P84022
P05129	P11234
Q92993	Q9H0E9
P15509	Q9ULV8
P30466	Q07444
O43290	Q13315
P02647	P11597
P16035	Q13952
Q04917	Q99683
P62424	P84098
P07355	Q13177
O60610	P07737
Q13242	Q15366
P22090	P42677
O14920	P30086
O95067	P53350
O14508	Q01113
Q6PID8	Q93009
P28906	Q13952
P35626	Q9NZP5
O75928	Q14765
P46779	P83881
P35626	Q9GZK4
O15519	P45985
Q9NQT5	Q9Y2L1
P38936	Q92925
P19438	Q86UA6
Q7Z5R6	Q9Y4G6
O43395	Q8N5F7
O00329	P40189
P12004	P12956
P07355	P07858
P46020	Q9H7J1
P07910	Q12986
Q13573	Q9NRL2
P49959	Q13573
P26992	P52333
P54253	Q9UKD1
Q6FI13	Q8WUI4
P26367	Q16630
P15311	P68032
P31947	Q92934
P17948	P42336
P01116	Q9NZL6
P28288	Q9HAW0
O15360	P06241
O95433	Q9HCU4
O43809	Q9BPX1
O96013	Q13573
P00533	Q9UQC2
Q13247	Q15365
Q02241	Q05823
P02746	P26022
Q15323	Q9NR96
P35968	Q03014
Q4V328	Q9NXU5
P08151	Q15672
P48552	P49792
O75323	P41743
O00203	P32121
P08047	Q8WWI5
P43115	P50148
Q05193	Q99963
P48051	Q9UBI6
O95402	P42166
P01112	P17252
P19174	Q9ULH1
P02768	P06727
Q9BWF3	Q9UKA9
P12956	Q86WJ1
P06241	Q9UQ16
P27540	Q15185
P01568	Q14627
P01574	P05412
P40939	Q14164
P15056	Q05655
Q8TCY5	Q96G30
O95631	Q6ZN44
P20226	Q16533
Q13885	Q6PEY2
P68431	Q9Y232
Q13363	Q15291
O60674	P29350
Q9NX14	Q9Y6M9
P01857	Q6PD62
P06899	Q9H0E3
P35626	Q8NH48
O14576	P04637
P30153	Q96L34
P11586	Q16254
P35241	Q92574
28900	P27448
P42574	Q04637
P25024	P30679
Q15334	Q9GZQ8
Q9NRQ2	Q9Y265
Q8TAU3	Q9P209
406908	P49715
P60953	Q99683
P62263	Q70Z53
O75888	Q9Y275
P28482	Q04771
Q9UBV4	Q9ULW2
O75832	P48556
P14678	P67870
406957	Q9NRR4
O96019	Q9Y265
P61254	P62913
P02511	Q9Y6K9
Q13535	Q9BWU0
O95433	Q9ULH1
O14974	P31946
P14859	P20226
P25445	Q13158
Q6WKZ4	Q9H4M9
P20810	P62993
P54840	Q9H7J1
P36956	Q13131
Q15047	Q9BPY3
O76071	Q9ULX6
P62807	Q92769
O14737	Q14164
P19447	P28715
P11511	P49716
P52333	Q9ULV8
P68036	Q9ULV8
O75771	Q96C19
P19012	Q8N6Y0
P20333	Q7Z3U7
O43390	Q8IWZ8
Q15365	Q6P2Q9
O00241	O43914
P56524	Q6FI13
P62993	Q9UQ07
O00422	P24385
P36897	Q15052
O60869	P18846
P01133	P36542
P01584	P20226
P04637	P21953
O15131	Q9GZT8
P10275	P28482
A6ND36	P27348
O43524	P28482
P10644	Q99435
P36405	Q04724
P38936	Q15717
P78552	Q13191
P35251	P40938
O75691	Q5T8A7
P50151	Q13936
P20701	Q9Y624
P17661	Q9HAU4
A8MVU1	P13498
P40337	P62158
P21673	Q96I25
O60739	P61289
Q96B02	Q96G75
P22612	Q99941
P07333	P11487
P03915	P17568
P36954	Q8WVC0
P26196	Q9NPI6
P16104	Q9UIG0
P55884	Q9UBQ5
P08138	Q9NSA1
P09132	Q13573
P17181	P48729
Q96BY7	Q9Y484
P27540	Q8IUM7
Q14919	Q16594
P40818	Q9H444
P16871	P32881
P53350	Q16659
P16144	P56199
P09327	P52333
Q49A88	Q9NRR5
P18545	P51160
O60739	P62280
Q01094	Q14186
O43261	P20823
O15264	Q9NQ31
P46108	Q9UL42
O43597	P52943
P15170	Q5JQF8
O00151	P14136
P12830	P49674
O75593	Q14919
Q5T3J3	Q9UHY1
P28482	Q9NYA1
O75400	Q4G0J3
O14641	P48730
Q15797	Q9Y3E7
P51681	Q9Y6G3
O95257	P19793
406906	Q9BUM1
O00231	P51681
P27361	P36956
P01241	Q16186
P55060	Q16659
Q13112	Q9NVP2
P50876	Q13404
Q71DI3	Q9Y6F1
O15123	P67870
P22612	P61952
O95568	P41220
P99999	Q16611
P08107	P54725
P12004	Q7Z5Q5
P01135	P14616
Q00987	Q9H4B7
P38919	Q13573
P26010	Q9UQF2
Q9NPJ6	Q9NWA0
P49841	Q9UID3
Q8IZ07	Q9H0E2
O43617	P0DI82
P18621	P62917
P03950	P35609
O76071	Q9Y3D0
O75674	Q96A33
P19387	P36954
O60260	P21796
Q8NBZ0	Q9H9F9
P18146	Q92793
P05109	Q15653
Q15654	Q9Y4K3
Q7Z434	Q8IUC6
Q6R327	Q9Y232
Q96CN9	Q9BYG5
O75116	P53667
P13805	P51116
P35558	Q12778
B2RN74	P38405
406957	Q99466
P12643	Q14689
P05387	P62424
Q9H583	Q9Y5V3
O43741	Q8N5S9
P08138	P46109
P25963	P31749
P16410	P20963
P35222	Q15796
P10720	P51684
O43556	O95376
P00533	P54760
P27361	Q13541
P19447	P43351
A8K6C2	Q13261
P63104	Q9Y2A7
P11142	Q02388
O60739	P60228
P0C0S8	Q9NPI1
P51817	Q15759
O43913	P42771
O43505	P01106
Q14164	Q9UHV9
P62993	Q08211
Q13191	Q8WYR1
P27824	P38646
P18084	P46109
P08670	P63104
P08151	P62258
O14908	Q9P0V3
Q15819	Q9Y4K3
P02768	Q9BXH1
P40197	P42336
P05771	Q15080
P30291	Q9UKB1
Q01094	Q9UJX2
P16104	Q92769
Q6DRA6	Q6UXN9
O94916	Q9UQM7
P10721	Q00987
O15075	P98095
P14784	P51692
O43143	P01106
O15371	P41091
P11182	Q9HCK5
P01033	P30968
O95997	Q13042
P41743	P60953
Q9BRC7	Q9UI26
P22612	Q9NP71
P28749	P35232
P11142	Q8NC60
P42574	P55211
P11940	Q9UFF9
P05129	Q86UR1
Q7L0Q8	Q9UNA1
P35626	Q6IF00
P08700	P26992
P62316	Q92993
P00374	Q16254
P61160	Q9BPX5
P53779	P84095
P10721	P19174
P20936	P54760
Q15788	Q96RI1
P06241	Q8WYR1
P46940	P60953
P05556	Q14192
O15264	O43175
P13232	Q5VWK5
P13569	Q14974
O15111	Q8NI38
P25490	P51610
P07900	Q9NYJ8
P02647	P02766
P50990	Q9UHD2
O14543	Q16659
P35590	Q06124
O14793	O15273
O60674	P35568
P15153	P16333
P28482	Q15256
P19235	Q9P0W0
Q13616	Q99618
P28221	P63218
O43677	Q16795
P53778	P61244
P22612	P42262
P61088	Q9ULT6
P26640	Q9Y6K9
P62263	Q15843
A4D0S4	P06756
O75367	Q9Y5B9
O14530	O95163
O95484	P56746
P14672	P42338
Q04637	Q9BZI7
P00519	Q13588
Q4VXU2	Q96EP5
P10070	Q15915
Q9HCE7	Q9Y3E1
Q9NVP2	Q9Y2R9
P06241	P18433
P21796	P99999
P01138	P16234
P21246	Q96D09
O96014	Q9H461
P51817	Q96BA8
P13746	Q8NHL6
P38405	P58182
P10914	P60900
O95251	P33992
P36507	Q07890
P62837	Q9Y4L5
P41221	Q01974
Q8NHU6	Q99700
Q15365	Q9UHX1
O14508	O60674
Q9H9F9	Q9Y5K5
406891	P52926
O14602	O15372
Q9NXV2	Q9P2G9
P23443	P48736
Q71UI9	Q99879
O14512	Q6UXL0
P60709	Q13796
P19838	Q16513
P35609	Q15942
P51116	Q9UHD2
Q15596	Q92831
P62993	Q9H3D4
P08887	Q9NYY1
P17535	Q8NHY2
Q14203	Q6ZU52
P32246	P42830
O00175	P51685
O15264	Q04771
P04629	P34130
O95782	P05783
P15153	Q8TCU6
P00491	P11171
P38405	Q8N148
O00311	P33991
Q6ZVL6	Q9P2R6
P49841	Q2T9K0
P26951	P62993
P51116	Q96CW1
Q07817	Q14457
P06239	Q16827
O60674	P38484
O14964	P56545
P16471	P50570
P17612	Q15361
O95757	P16035
Q99728	Q9UKY1
P23246	Q9UK76
O60641	Q15653
O60814	Q15291
P53355	Q7KZI7
P50395	Q13177
P49407	Q16627
P49716	Q6W2J9
Q13033	Q9Y3A3
Q9Y2R2	Q9Y4K3
O75909	Q7Z6G3
P49841	Q9P1Y5
P33991	P62805
P20618	P27824
P13010	P60568
Q96EN9	Q99750
P00519	P50851
P47756	Q14164
P42226	P49715
P43657	P50150
P58876	Q6UXN9
P27361	Q14247
P26012	P49747
O00238	Q9NR64
P63000	Q9BYG5
P28482	P42226
P31946	Q9Y2H1
P63000	Q96G28
406991	P29966
O43390	P52597
Q16637	Q6IE81
P35626	Q8NGJ5
P21673	P68371
Q14451	Q99558
P17535	P35638
O15162	O94817
P04275	Q96KM6
P06899	Q96KK5
Q6UXN9	Q93079
P22612	P48544
O75533	P61981
O00141	O95202
P23511	P25208
O43921	P43629
Q05513	Q96RI1
5512	O14965
P62070	Q8WZA2
P52272	Q9BUV8
P18146	P32456
Q92806	Q9UBI6
P14550	Q9Y4K3
P36897	Q9NYN1
P61978	Q9UNW9
P11498	Q00005
P04899	P28482
O43353	Q13114
O43242	Q9BUV8
Q01658	Q16649
Q04206	Q14498
P05129	Q9NYA1
Q16659	Q16665
P53778	Q16082
P04628	Q9BXY4
Q5VSY0	Q9P0V3
Q16611	Q16643
O43918	P13010
O94864	P68431
P61587	Q8N1I0
O43707	P15313
O95072	Q9UJ98
O75925	P63279
Q92973	Q99459
O00562	P61586
P17676	Q9NSC5
406893	Q07820
O60262	Q01668
P41218	Q9BXL5
Q96GG9	Q9HCM9
P38405	Q8NGA5
O75618	Q14790
P08183	Q13952
P25054	P31947
P56975	Q8IUQ4
O95251	Q96FC9
O00410	Q9H0R8
O00217	P51970
P52789	Q16665
O95433	Q9UBS5
P51677	Q07325
Q8N108	Q96KQ7
O14640	P17252
P19544	Q92793
O60266	P84996
O75159	P42226
Q5T3J3	Q99873
P20333	Q86UL8
Q06190	Q86US8
P00519	Q14247
P62306	Q9UK45
Q12933	Q9UHB7
O95400	P07910
P84095	Q9BRR9
P23508	Q96GG9
P16234	Q9GZP0
P35222	Q16531
Q14103	Q14683
P27482	P48454
P23470	P46459
O15162	Q9Y272
P08514	Q17RW2
Q8IX04	Q9Y4K3
P50402	Q9UKV8
Q92730	Q9UNA1
P13569	P63244
Q09472	Q13887
P01106	Q9Y241
P54253	Q99684
O15530	Q9HBY8
P05787	Q06124
Q08828	Q9UK08
P04183	Q96EW2
P32121	Q9P1Q5
O43236	Q9H8Y8
O96009	Q14164
Q01844	Q92841
P04626	P35221
Q13315	Q9UJ04
P21453	P28221
O14508	Q9Y4H2
P01106	P62333
P32121	Q8NG83
P08779	Q92844
P43360	Q13547
P63096	Q00722
Q13485	Q8NER5
P98175	Q92917
P32881	Q99650
Q13233	Q969H6
A6NL26	P35626
Q06124	Q9H0H5
P12532	P21281
O60262	Q13972
P19875	P58012
P56705	Q5T4F7
P32121	Q8NH83
P16070	P17676
P50454	Q8N357
O95400	Q8IYB3
O15400	P46459
Q99759	Q9H4A3
Q92765	Q93097
P02545	Q02156
P62136	Q01449
P78314	Q9UJU6
P00451	P00740
O75382	P60604
O00744	Q9UP38
O75886	Q9Y3C5
P17612	P54289
P30626	Q13137
P22694	Q9UGI9
P07550	Q5JWF2
P33993	Q6IE81
Q16254	Q9HB71
P25788	Q9UNM6
Q9H160	Q9H7L9
O75593	Q13485
B5ME19	O60739
P09471	P40145
A6NJZ3	P35626
O14543	P10912
P05231	P26992
Q14181	Q86U06
P22681	Q14627
P63279	Q969V5
P54257	Q9Y6M9
P05556	P12110
P22694	Q13936
P21579	Q8NBJ4
P62633	Q9NRW3
O60503	P22612
P62306	Q9BXP5
P63165	Q05516
P07910	Q08211
P16220	Q03060
P05026	P27986
Q15393	Q15427
Q9BQD3	Q9GZT8
P40337	Q9H257
P30480	P62714
P12532	Q14164
P62330	P63000
P26599	P98175
Q13315	Q9NZT1
P46531	Q96J02
P02461	Q13797
O00161	O15126
P46779	Q02543
Q92922	Q969G3
P62140	Q06432
P50452	Q01518
Q05655	Q4KWH8
P29597	Q14626
P19438	P54253
P62745	Q9H3F6
P42704	Q9HC98
P22303	Q13485
P20809	P38484
Q86WN2	Q9UHF4
O00341	Q13424
O15400	P51809
P23219	P31152
P20936	Q96QB1
O43508	Q8N302
P30260	Q9H1A4
P12081	P26641
P30876	P62487
O14827	P63218
O14662	Q05209
P07199	P49454
Q13948	Q8TBA6
P17947	P30740
P08708	P62269
P52803	P54756
Q16637	Q9Y333
P46783	Q01201
P55160	Q96F07
P12956	Q00653
P33993	Q9UBU7
P25092	P41235
O00762	O95067
O15350	Q13625
P07948	P0CG47
P04899	P27986
P10600	P37023
P11684	P98164
P08670	Q9P2H0
P55273	Q12778
P32856	P60880
P25205	Q99459
O00170	Q59H18
P38405	Q96R08
O14931	P20963
P08631	Q6S5L8
P02461	P18827
P52701	P54277
P13612	Q9HBI1
P53779	P60763
O75830	Q9UMX0
Q14164	Q15056
Q12778	Q93009
P47871	P50148
P48544	Q92769
P25205	P33993
Q86YT6	Q96B02
Q15796	Q8NF50
P25025	Q92583
O95467	P59768
P36894	Q15427
O60674	P48357
P04637	P32745
P04839	P31260
P09603	P17948
P11171	Q9Y5L4
Q13370	Q9Y243
P19438	Q13077
Q01844	Q8WUY3
P55854	Q9Y618
406979	Q8WY64
O15372	Q9UBQ5
P07954	Q9Y478
P09327	Q8IYF3
P16144	Q9UQC9
P22694	P27361
P15408	P18146
Q13352	Q92665
P36639	P78549
Q9HAV0	Q9NQ66
P84090	Q9NQY0
O43497	Q13224
O75534	P30480
P01106	Q9UHD8
P16871	Q9BUF5
O43924	P20936
O15318	Q9H1D9
P35626	Q8NGR6
P05107	Q9Y490
Q96JB5	Q9UGJ1
Q13596	Q92890
O15173	Q14164
Q13200	Q13432
O95352	Q9H0R8
P17544	Q9NR55
P21860	P27986
P68400	Q05513
P36873	Q16821
P30450	P43632
Q13938	Q9Y383
P30480	P43487
O75461	Q14188
P10600	P45983
O15335	P26010
Q14683	Q8IX12
406933	Q92560
P13378	P20073
O15350	Q96KQ4
P57078	Q13077
Q13838	Q9NRL3
P28482	P31994
P06756	Q9Y4G6
P61218	Q9GZS3
P56746	Q9Y5I7
Q13438	Q96KM6
P45973	Q8IYF1
Q96BK5	Q9BQ39
P34947	P51685
P38405	Q8NH04
406952	P23458
Q14683	Q9UJ98
P31751	P38936
P52597	P62993
Q99460	Q9UL46
O00716	Q13315
O94864	Q92830
P12034	P17948
P51153	Q01968
O15514	P19387
P55039	Q9H446
P0C0S5	Q8N257
Q13137	Q9UKA9
P40818	Q96CF2
P0C7T3	P32121
O15085	Q9ULL4
P61077	Q96BQ3
P01116	P10809
P50454	Q9Y328
P18146	Q00577
P17693	Q8NHL6
O00487	P23508
P07451	P10275
Q13064	Q9Y2X8
P54253	Q8IX01
Q14765	Q16539
Q9BQ66	Q9NRQ2
P08700	Q01344
O60499	Q96AJ9
O00329	P16333
P08107	Q99933
P07948	Q07666
O15524	Q8N668
Q5XKP0	Q9BRX2
Q6P2Q9	Q92917
P42345	Q9UMX0
P13569	P25490
Q15796	Q9UQ72
P62249	Q9Y6K9
A6NKT7	P63165
P41159	Q14627
Q13247	Q15427
Q05516	Q9UBN7
O15360	O95433
Q14738	Q9NY47
P31751	Q14653
O96001	Q13976
P06756	Q9HBI1
P08729	Q07889
Q13315	Q6PKG0
P00533	Q92870
P27986	Q9H8V3
P00533	P55060
P98170	Q9Y2X8
O00257	P84243
P05198	Q9BQI3
Q01082	Q9BY11
P15248	Q99062
P38398	Q15853
Q8NEM0	Q9NYB0
P52735	P62316
Q5VVX9	Q8NEG5
P07814	P41252
P10636	Q7KZI7
P18564	P56199
P27816	Q13885
Q01844	Q5VWX1
P53621	Q9UKV8
O75665	Q9Y383
O43312	P42858
P51946	Q96DI7
O75899	Q99963
P21796	Q02156
P16220	Q92793
P06899	Q9C005
Q14164	Q8WUM4
Q9NX02	Q9Y6K9
Q96AQ9	Q96EY1
P35232	P60709
P42702	P62993
P30273	P32519
Q15369	Q93063
P08172	P59768
O94829	P61326
O95989	Q9NX63
P99999	Q07812
P49841	P51817
P17066	Q13217
P02545	Q15139
O95544	Q8TBB1
P09486	P26358
O00459	P42680
O15169	Q9UD71
Q00610	Q9UKG9
P15056	P46940
Q13227	Q9BZK7
Q5JY77	Q96AW1
P09471	P47898
O43900	P06241
O75821	Q99613
P61956	Q02078
P08700	Q07812
O43390	Q14103
Q9BZI7	Q9H4D5
O15530	Q6P5Z2
Q14749	Q9GZT8
P49815	Q9UGJ0
P35226	Q8IXK0
O43318	O75663
Q96DH6	Q96DU9
P22626	Q08211
P51991	Q15428
P28482	P32121
Q13435	Q96FV9
O15519	Q09472
Q9BTM1	Q9UKV0
O00459	P10721
P80188	Q8WUG5
P20333	Q9NQH7
P09529	P19883
P68371	Q14204
P08670	P47712
P06241	P42336
P49716	Q9BZM5
O00206	O60603
P57740	Q99459
P02538	Q00005
A8K6C2	Q6UXL0
Q13616	Q9UKT5
O00217	O43676
P84022	Q12955
Q01970	Q9BYG5
P34820	P55157
O15085	P27986
O76094	P01106
Q01344	Q13191
P01889	Q9NPD3
P00374	P23511
P60866	P62273
P55196	Q99578
O14543	Q15759
Q13868	Q8TF46
O95793	Q02878
O00716	P51532
P62745	Q13464
P12757	Q7L2E3
P67870	Q08945
P62304	Q8WXD5
P28749	Q16659
P01574	Q01113
Q01344	Q86WN2
Q8N5C8	Q99836
O95402	Q9NWA0
P12931	Q9H1R2
O95782	Q06124
O60341	P17542
Q96HA8	Q9UL45
O43157	Q04912
O14727	Q07812
Q15291	Q9C005
P05015	Q08334
P62873	P63244
P36873	Q8TCU5
Q12774	Q9H204
P49841	P51531
P22612	P62879
P13232	P78552
O00329	P50570
P49768	Q9NQB0
Q07666	Q9Y580
P18146	P45983
Q15750	Q8TDZ2
Q99933	Q9Y618
O00253	P54646
406881	P01112
P10644	P35520
O14786	Q03014
O14717	Q9BVJ6
406889	P01112
Q5UIP0	Q92963
P51617	P62714
O60262	P27361
O00522	P04626
Q13535	Q9P0K8
Q8N5V2	Q9H5J8
Q15052	Q15797
P30550	P30679
O00221	P41252
P01106	P09960
Q6STE5	Q9Y3M8
P32856	Q15836
O43734	P10914
P42229	Q9HC77
P06454	P24941
P52756	Q9BQA1
P12110	Q13683
P23458	Q8WYR1
Q53ET0	Q6IN85
O43741	P46527
P25787	Q9Y5K5
P35968	Q92914
O75821	P47813
P08648	Q14315
P32519	P41182
Q16363	Q496J9
O43927	P41597
O75400	Q8N8D1
Q5VZM2	Q6IAA8
P07333	P61328
O75925	P51692
P40337	Q15363
O75369	P45983
P67870	P82979
Q15024	Q92551
P12931	Q05513
P51679	Q9Y4X3
Q12933	Q5D1E8
Q8IXI1	Q9UNA1
P02533	Q15628
Q8N5C8	Q9Y6K9
P17612	Q07699
P14136	Q96HL8
P21246	Q96SN8
P38405	Q8NGL3
P25963	P67870
P49427	Q03060
P63000	Q9NYB9
Q8IXI1	Q9Y3M8
Q12873	Q13155
P54257	Q9P2H0
Q99689	Q9H840
P03905	Q9P0J0
Q9UHX1	Q9Y6M1
P46013	Q00005
26765	Q9Y244
P18848	P51817
P30480	Q9Y230
O95139	O95182
P42345	Q07817
Q8N9I9	Q99466
P52292	Q99459
P01116	P12931
O15524	P62993
O43513	O60244
O00214	P08648
O00144	Q9NQ66
440264	P67809
Q01167	Q13315
P40429	P53355
P25054	Q01082
P25054	P35221
P08572	P13612
P18146	Q9UHM6
P19429	Q15173
P21554	P59768
O14531	Q13315
P61077	Q9NZS9
P51805	Q00535
P01024	P08603
Q15027	Q9UBP9
Q13950	Q6P1K2
Q99962	Q9P2Y4
P35626	Q9Y3N9
Q13315	Q8TAD8
P01579	Q13651
P19532	Q13263
Q14164	Q15078
O75832	Q9UL46
P28482	Q13362
P01100	P17252
P49863	Q01105
O75581	Q9H461
P20701	P40337
P16871	P23528
P49757	Q8IUQ4
P10275	P40763
P21675	P62805
P62308	P62314
Q04695	Q06124
P27361	Q04828
P10415	P42574
O15119	Q9H0E2
P17948	Q9ULV8
Q7L2H7	Q9Y478
P08581	Q05209
406980	Q8WY64
P32121	Q8NH09
Q13535	Q99459
P07900	P61247
P53350	Q92574
Q16658	Q9UKE5
Q05519	Q8IWZ8
P15153	Q8NF50
Q12996	Q6P1J9
O75529	Q92831
P54619	Q16875
O00206	P63000
Q16891	Q9Y512
P10635	P41235
P06213	P62745
P63104	Q13671
