#node1	node2
O75674	Q86YL7
P09936	Q9Y4K3
O75970	Q9HB19
O95295	P54257
O75674	P49448
Q13867	Q8WVZ9
P09619	Q14451
406899	Q9P286
P63261	Q86UA6
P50539	P78536
343477	Q92597
P11021	Q15750
O00329	P14616
O75197	Q13145
Q14315	Q9NP98
O14920	P62158
Q16186	Q9UHD9
P60763	Q9P227
O00329	P22607
P04350	P51149
Q6FHJ7	Q9UP38
Q16512	Q8TAA9
O75159	P42226
O75626	P33076
P01889	Q15019
O00231	P61956
P84090	Q9NQY0
Q8IY81	Q9NY93
Q13094	Q9UKW4
P02775	P51679
Q14919	Q92569
P10276	P45983
Q13216	Q13888
P60709	Q92973
P04049	P09619
Q15365	Q9Y4K3
P30559	P30679
O43809	P40337
O75800	Q9ULT6
O15265	Q9Y6J9
P29353	Q12929
O60506	P16104
P01135	Q86UL8
P42226	P52333
P63104	Q9Y2A7
O15379	Q96KK5
P08581	Q96PU5
P25025	Q99616
Q13315	Q9NR30
P11217	Q93100
P15336	Q13554
O43557	Q92956
P10912	P29460
P02679	P08514
P29459	P78552
P29353	P43405
O60832	O95372
O14640	Q9P219
Q8IYT8	Q8TDY2
Q9GZX6	Q9UHF4
P40763	Q16659
O96019	Q9HAF1
P46734	P53778
P49959	Q15554
P12004	P35249
O75569	Q7Z6M1
P42574	P56945
Q15149	Q99459
O15164	P10275
Q9UKN8	Q9Y5Q8
P13500	P32248
P16070	Q16363
Q15370	Q8TEY7
P06241	P62993
Q14181	Q9GZR7
O60341	P60709
P35222	Q9H461
Q13123	Q96NB3
Q2TBC4	Q9ULK5
P36897	Q04771
P61964	Q8N257
Q15834	Q9Y247
P08047	Q12882
Q9NSC5	Q9UPX8
P05387	P61927
Q05639	Q99759
O75694	Q8IY92
Q99496	Q9HC52
P62945	Q02543
P46783	P62280
P15144	P23229
O75164	P68431
P54253	Q9Y618
Q00597	Q0VG06
A6BM72	P54259
406995	Q9NRR4
Q14571	Q8NDB2
O43561	P18031
O00254	P35030
P07900	Q13573
P45983	P60953
Q13087	Q13177
O95782	Q9NZN4
P01562	P42701
P04141	P32927
P13805	Q9Y2Y6
Q01658	Q9NS73
Q9GZQ8	Q9Y383
P12004	P30504
Q14934	Q9Y277
P05556	Q9HBI1
P05129	Q9UBI6
O15131	P78406
O14745	P07947
P26373	P32969
P50151	P53778
P52435	Q15560
O43504	Q5UIP0
P68431	Q15022
P13473	P37840
Q5SXM2	Q99459
P46109	Q06124
Q01780	Q96IU4
P05067	P49768
P26012	P56945
P08637	P59901
P10398	Q9Y243
P15884	P35222
P42768	Q99755
P13232	P42701
P40429	P84098
P50453	Q15047
Q8TBE0	Q9BUH8
P63096	Q13698
P68036	Q13490
P31939	Q9Y375
P08754	P25024
O95467	P43220
Q13547	Q9NRR4
P01106	Q01094
P52907	Q14164
Q13432	Q9BXR0
P11802	P42773
O00203	Q13315
Q8TES7	Q96QU6
P38919	Q9UL18
P61254	P62913
P33778	Q7L7L0
P07910	P62993
P18077	P35268
O75886	Q12965
P04049	Q9NRD5
P04004	P26006
Q15233	Q53ET0
P16144	Q92752
Q9UF02	Q9Y5P8
P22694	Q01814
Q16513	Q96B18
O95477	P02647
O75578	Q08043
P49903	Q13432
Q07021	Q6ZVL6
P25786	P28070
P78395	Q15843
O15264	P67775
P01100	P13631
Q6PEY2	Q96NA2
O95433	Q7Z494
A8MTJ3	Q9NYW2
P35575	Q9UGJ0
P12830	Q9UNH5
O95639	P06748
P05114	Q13315
P04637	P31350
Q92769	Q9BTC8
O15169	Q6ZNA4
O75190	Q8IY92
P16401	P49916
Q96L91	Q96Q83
P00519	Q9UJV9
Q86VP1	Q9HA65
P18075	Q16671
A7MCY6	Q9H6S1
Q15041	Q969H0
O96008	Q9NS69
P23229	P46109
P05060	P48443
P61981	Q14978
P43360	Q9NRV9
P05556	Q9Y6C2
P53350	Q5SQH8
O15085	Q9H4E5
P56693	Q13287
P28749	Q9Y605
P01137	P21810
Q8IXH7	Q9NX55
P01242	Q08334
P10276	Q00056
P05067	Q07954
O95622	P63211
O75607	P01106
P04150	P45452
Q08170	Q13315
P07942	Q5T6C5
Q01105	Q9BT49
P43405	Q9P126
P11940	Q9UFF9
P42574	P78527
Q15291	Q6DRA6
Q01130	Q86U42
Q13315	Q7Z460
P04350	Q14155
P15336	Q9NR55
P17844	P20936
Q99755	Q9ULU8
P42338	P50151
P16220	Q9P2G3
P51587	Q9NXR7
Q92621	Q9NRG9
P01116	P09619
P56817	Q92542
P62258	Q9UQL6
P12980	Q9P0M9
P46092	P55774
O43237	P04350
Q14197	Q9UBX3
P13667	Q86YB8
P51991	Q08211
P17931	P55211
P02776	P41597
O43524	P67775
P05129	P40763
P01106	Q15631
P19838	P31152
Q7Z5R6	Q9UI08
O43900	P00519
P29474	P62158
P38159	P52597
P22694	Q9H0K1
P05129	Q9UP65
P07948	Q9Y603
Q6ZTN6	Q9NRR5
O15131	Q9HCU9
P23458	PB_10
P01106	Q7Z2Z1
P04183	P04406
406906	Q86V21
P31946	Q9UK53
P24723	Q9GZQ8
O15013	P12980
P00915	Q16659
P30050	P49207
O14830	P62158
O95352	Q96EB6
Q12834	Q4G163
Q04759	Q9NYF0
Q7Z6B7	Q9HBH0
P21333	P23229
P62263	P63220
O75159	P14784
Q16526	Q9UKT7
P32121	Q8NGN4
Q99816	Q9BWF2
407024	Q01453
P62714	Q8WW35
Q6PEY2	Q9NRH3
Q13114	Q96CV9
P27986	P63215
Q15653	Q16342
Q13753	Q496J9
O95299	P03897
P04350	Q01201
P05787	P11532
Q6UWZ7	Q99708
P10275	P17844
P18146	P35716
Q15013	Q5UIP0
P62837	Q86Y01
O60602	P04637
P52435	Q9NWA0
Q99523	Q9UJY5
Q15714	Q9Y2V2
P10275	Q9BQG0
O60566	Q96DE5
O00161	P51116
O60266	P63211
O75521	Q12988
P25398	P62277
O43586	Q9UKX3
P04183	Q96PQ7
O60674	P05112
100008587	O15160
P68431	Q9UPP1
P35225	Q14626
Q13555	Q9BXT2
P61026	Q9UHY7
O14640	Q9HC62
P06756	Q16363
P05771	Q8IV61
O00487	Q9UL46
Q15024	Q9Y2L1
P17301	P42338
Q13555	Q8TD86
P62987	Q9C0C9
P07203	P42684
P15391	P52735
P38646	Q99558
P01106	Q9Y6J0
P12004	Q9UIF7
P06729	Q6Y7W6
P46379	Q14188
O75376	Q15326
P46779	P84098
P01106	Q9NUB1
P35998	P51665
Q04759	Q4KWH8
Q13698	Q969Q6
Q13177	Q9HBH0
P01116	Q15759
Q16777	Q96A08
P45983	Q02962
P19793	Q9Y2X0
P01106	P61964
O15198	Q15796
P13807	P22694
O15350	P42224
Q14088	Q9UI14
P47898	Q9HAV0
O43143	Q96BK5
P21580	Q12933
P20827	P61956
P05362	P11215
P00491	P51693
P10636	Q7KZI7
P54284	Q9Y5P8
P01106	P53007
Q92796	Q9NYY3
Q9NR12	Q9NRR5
O14867	Q86YC2
P55769	P98175
P16234	Q9GZV9
O94806	P61224
P63261	Q9NVD7
O14827	P62158
Q15554	Q96QC0
O43502	Q86YC2
O75815	Q99460
P13637	P28482
Q05048	Q9H0L4
O43491	P30542
P12931	P15036
P35916	P42338
O14980	P27540
P50616	Q9H361
Q9NPB6	Q9NUG6
P01562	P16471
P20585	Q13315
Q13315	Q9NYB0
P00533	P10767
P32248	P78423
O95644	P22694
P35221	Q13363
P04637	Q00978
O60925	Q9P2S5
P13232	P17181
P17252	Q15349
Q8TAQ2	Q99759
P36507	P62993
P27361	Q15349
P01889	Q15758
P06493	Q13573
P05412	P21675
Q8TE12	Q9UBR4
P17252	Q96B18
P01588	P40238
Q01780	Q13573
Q6VY07	Q9NZ52
O60287	Q16659
P35916	P98077
P25963	P55072
Q04206	Q9Y265
442917	Q9Y2Y9
P15502	P23142
Q9NPQ8	Q9UPT6
O75886	P29597
P25054	Q12959
P08637	Q16539
Q13535	Q15345
O95471	P48436
P62987	Q99759
P16885	P21860
P31947	Q92625
P61077	Q9NZQ3
Q7Z3B3	Q8TDR0
Q9NPH0	Q9UBM7
P40937	P51681
P05114	P68400
O75928	P63244
Q07890	Q8IZP0
P29353	P40189
P25106	P62993
O94805	Q969G3
P62910	Q9NR30
O00422	Q9H7L9
Q8IYW5	Q96FW1
P05060	P20073
P14679	P56693
A6NET4	P38405
P30050	P61513
P61353	P83731
P14859	P52747
O14531	Q99963
P61254	P63173
Q13547	Q16665
P32246	Q9Y258
Q96HA7	Q9Y294
P49792	Q8N5Z0
P56545	Q8WW38
Q13151	Q8IX12
O95467	Q08462
O60218	Q13085
P10644	P82279
P0C1H6	Q96QV6
Q9BQ66	Q9UBX3
P52735	Q8WUB8
P02008	P22607
P49593	Q13153
P38159	Q01130
O95373	P62826
O60684	Q14565
O60566	Q92769
O14593	Q14203
P07900	Q15785
Q15836	Q9UNK0
P19419	Q15759
O75398	Q13526
P38405	Q9Y4A9
Q13573	Q14839
P53779	Q16829
Q13077	Q9Y4K3
O60346	P31751
P20671	P23527
P22004	P36894
Q06787	Q96S59
O75038	Q9ULU4
Q99653	Q9HAW0
P19174	Q8WX92
P41236	P62136
Q12933	Q7Z3B3
P56706	Q92765
O00238	P67775
Q9UKD2	Q9Y4K3
P51692	Q8N2W9
O75175	P50616
Q15560	Q96BT3
P08754	Q86YR5
P42345	Q9NQL2
P31749	Q13370
P55211	Q13635
Q9UHI6	Q9Y3F4
Q9HAU5	Q9ULX3
P63261	Q01201
O14512	P01589
Q14839	Q8WXI9
P04350	P19438
P03886	Q9Y6M9
P22105	P53708
P48147	Q9Y478
P46527	P68400
P27986	Q15036
O00144	P56703
P19012	Q5T5P2
P16220	Q3B7T1
P52597	Q13315
Q99750	Q9H7H0
P11940	P24941
P55160	Q8WUW1
Q14686	Q96S59
Q13315	Q13765
P84996	Q03431
P05014	P52333
P38398	Q6STE5
P23528	Q15631
Q13685	Q9GZQ8
P42766	P61927
P17612	P35222
P56537	Q9UHV9
P11532	P68032
P38936	Q00653
P00740	P01008
P11142	Q15628
O43166	P78352
Q99417	Q9UKV8
P05107	P46108
O15105	O75995
P17252	P63096
P18146	Q8IYK4
P40337	Q13315
O95777	P38935
P07996	P16671
Q01094	Q92547
P15813	Q8N423
P38398	Q08211
P02452	P16070
O95182	Q9Y478
Q05655	Q08462
Q15287	Q9NRR5
P60763	Q96HP0
P08572	P17301
O94915	Q9NRI5
Q15393	Q9Y3C6
Q3ZCQ8	Q86UA6
P21333	Q13797
P63092	P63218
O14807	Q86YV0
O43318	P98170
O75582	Q15910
P20333	Q8IUF1
P67870	Q14978
P19525	P62136
407046	P19838
Q9HC98	Q9UQE7
P30559	Q13936
P61088	Q9H6Y7
O14512	P42226
O60583	Q15554
Q13315	Q8NDD1
O00168	Q13733
Q96RT1	Q9Y289
693190	P04637
P98171	Q9H4E5
P53355	Q86YT6
P27482	P27987
P63096	P63215
406991	O43609
P00519	Q9Y4G6
O43920	O75380
P35712	P56645
P01106	Q9NRZ9
O95298	P03905
P27635	Q16659
Q16659	Q96N66
P08514	P50552
Q96Q89	Q9Y265
O95863	P04637
P19235	Q8IZJ0
O60337	P46379
P18065	P35222
P35626	Q8NGW6
P04899	P08588
P10589	Q00403
P51965	Q86UD3
P32881	P48551
P16104	P22626
P0CG48	Q9Y2H0
P51817	Q13972
P23458	Q9ULV8
P54725	Q13501
A8K6C2	P32927
Q13976	Q9NPA1
P02462	Q07092
P53350	Q8IYD8
P21673	Q9NVL1
P25205	P49736
Q15047	Q9UBC3
Q14161	Q8IW93
O43684	P01106
Q7Z5R6	Q8NHR9
P45984	P52564
P10720	P25025
O76093	P07333
P20248	P38398
P62195	Q92731
O15116	Q96B26
P47914	P62910
P36915	Q99935
P20936	P29323
Q12933	Q15628
P02747	P09871
P82933	Q9NY93
Q99816	Q9NS91
P67775	Q02241
P06213	P42338
P01889	P02771
O00206	Q13114
P21333	Q13153
P01106	P62136
O60895	Q5JWF2
Q00722	Q9BYG5
P61254	P61353
Q9BQ50	Q9NX70
Q15029	Q15427
O43889	P35638
O15519	Q9Y572
O15294	Q04206
P62993	Q16851
P17612	P54646
P11166	P63279
P13639	P15170
O60674	P14784
P04183	P13196
P09848	P12931
O95257	P19793
O15198	Q99959
P10301	P48736
Q13535	Q969E4
P01225	Q13164
P23193	P24928
P19532	Q9HB71
P01889	Q06210
Q9NZL6	Q9UBF6
Q14457	Q7Z3C6
P34741	Q16787
P01106	Q92733
Q13573	Q9NQW6
P13232	P14316
Q8WV44	Q9H8T0
P30876	P49841
O75116	Q9BZL4
Q05655	Q9Y2R2
P15172	Q09472
P43686	Q99460
O15198	P60981
O00716	O96020
P12931	Q68CZ2
P49682	Q9Y4X3
P51668	Q6UWE0
Q13362	Q9UBN1
P23229	Q9NVD7
Q8WXI9	Q9UBB5
9757	Q14686
Q9BYM8	Q9GZS1
Q7L5D6	Q92993
Q15811	Q16659
Q8IVT5	Q9NNX6
P01889	P09960
Q05193	Q99961
P38936	Q9UNN5
Q8NB91	Q9NW38
P11171	Q9GZT3
P62136	Q96GD4
P01570	P19235
Q13315	Q92804
P21781	P22607
P32121	Q8NGL7
P32121	Q96GQ7
P62987	Q9Y3U8
Q16891	Q9H169
P23396	P62266
O75582	Q13432
P50991	Q99459
P27986	Q9ULH1
O95602	Q9Y2S0
P04629	P20783
O95831	Q9BRX2
Q86Z02	Q8WWW0
P14921	P84022
Q6ZT07	Q9H173
P27986	Q13094
O14610	P17612
Q05397	Q13683
Q8IZJ0	Q969J5
P46459	Q13190
P10721	P35568
O14964	O43318
P00747	P55085
O95793	P62753
P45984	P45985
P01374	P01375
O60504	P61978
Q14118	Q92542
P23634	P51817
P18564	P49746
Q13546	Q9Y5S8
P26678	Q13976
O95628	Q96B02
P42771	Q9UHV2
O95201	Q16659
P68366	Q96CW5
P23467	P27361
P49761	Q9BUV0
O15230	P18084
O60508	P52272
O15131	P13716
P62306	Q9UHX1
O60216	P53350
P41743	P42338
O60739	P22061
P18846	Q8IXS2
Q15139	Q96B18
Q6P1J9	Q99459
O95292	P63027
P62993	Q9NUG4
O75581	P0CG47
O60566	Q8NHZ8
O75376	P25942
P18084	Q05397
P31749	Q15653
P38432	P51116
Q01955	Q9UKX5
P29692	P40337
Q08999	Q13574
Q6VMQ6	Q9Y383
O14686	Q9Y5Z7
P78352	Q9UHC3
O95989	Q16643
P24539	Q8N806
P18827	P22105
P58012	Q16548
P11142	Q8IZP0
P67775	P68400
P08069	P48736
P01116	P10809
Q15119	Q9Y243
P60900	Q9Y244
P04406	P15927
P06241	Q9NQ76
Q16513	Q5SW24
P04637	Q96ST3
P01106	Q8NAA4
O75832	Q5VTR2
P67870	Q9UBL6
P49736	Q09472
O60641	Q9UQM7
P17612	P49768
Q9H446	Q9Y295
P26368	Q96I25
Q13418	Q6R327
O94874	Q9Y2Q3
Q00839	Q9Y297
P30480	Q02750
P17948	Q99961
O95402	Q9Y2X0
P08069	P22681
P06756	P07996
O95707	Q969H6
Q13158	Q92844
Q14164	Q96CV9
P06493	P24385
Q12789	Q9UL18
P30480	P62910
P13688	P29350
O00469	Q9Y230
Q8IXL6	Q9H5J8
P0CG48	Q9UK41
O75365	Q14139
Q13315	Q9NUW8
P09429	Q08117
P51693	P62328
Q7Z5H3	Q9H4E5
O14508	P15260
Q14683	Q9Y6J8
P31749	P84022
P53667	Q13177
P25398	P62841
P55957	Q16548
P08173	P62879
Q7Z434	Q8IWA4
P20671	P33778
P52948	P55735
O43524	Q92831
P38159	P62995
P33176	P63104
P22681	P42338
P16298	Q9NZT1
P36507	P67775
P01730	P06729
P33993	P62805
Q6ZMV9	Q92624
P25963	Q15843
P07900	P12931
P63104	Q86W92
P11161	P13686
Q9UD71	Q9UQK1
O43353	Q15759
Q12778	Q9HBY8
O15117	O75563
P06576	P31483
Q15428	Q9BQ61
P01241	P49720
P20333	Q15758
P08708	P62701
P22736	Q9NQC3
P49454	Q9GZM8
P04217	P38936
P56750	Q8N6F1
P20809	Q08334
O00231	Q5T3J3
Q99873	Q9UKE5
O43521	P21796
P31689	P51636
P02545	P84022
O15552	P63096
P30046	P40337
P04275	P08648
P84022	Q9HCM4
P30154	P54284
P27449	P51149
P04637	P55957
P14672	P27986
Q03060	Q8TEY5
P38159	Q15287
P21246	Q14974
P26992	Q9GZX6
Q5VVX9	Q9UBS8
P05090	Q9Y6E0
P61962	P63104
P36897	Q15750
O75365	Q13257
P09669	Q8IXH7
P23511	P30305
P55854	Q9Y618
P19793	Q15596
Q04759	Q86YW0
Q13469	Q15306
Q00839	Q8IX12
Q8IXK0	Q96GD3
P62330	Q9BXR0
P63010	Q07889
P06241	Q05397
O43592	P20333
P05412	Q15788
P01571	Q08334
P24941	Q99708
O43683	Q16254
P62979	Q86VN1
P51965	Q05086
P32121	Q8NHC8
Q96L91	Q9NPF5
O43678	Q9UI09
P04183	Q15034
P56703	Q92765
Q14197	Q96I51
Q15796	Q96PU5
P03372	Q3L8U1
P42338	P63211
P26599	Q8IX12
P13807	Q8IXJ6
Q13315	Q5JSL3
P19012	Q96GM5
P08133	P60709
P34820	P55157
O00487	O75030
Q7L5D6	Q9Y6H5
P25054	Q9UNN8
P48023	Q8TEC5
P62899	P62993
Q53G59	Q9NZ81
P17252	Q02930
P48051	Q9HAV0
P35626	Q6IF36
P29597	Q99650
P05204	Q86U86
Q15365	Q15366
O43255	P43146
Q13114	Q96RJ3
Q8IXH7	Q9Y4R7
Q96BK5	Q9Y2Q5
Q13522	Q16537
P42858	Q96CV9
Q08828	Q9P2W3
O15397	Q92900
Q05639	Q16659
P61981	P63104
P12004	P23508
O95551	Q9Y4K3
P67870	Q8N205
O95371	P38405
Q13315	Q6ZNG1
P42356	Q9H9J2
P56545	Q9HC77
O60783	Q14197
P42338	P61224
P05386	Q9H840
P31947	Q8N122
Q8WVB6	Q9NRF9
Q05209	Q9NXF1
P24864	Q14209
P54253	Q969T4
O60260	Q9Y6H5
P0CG47	P36542
O95256	Q13478
P45984	Q9UK08
Q8IY92	Q96RP9
P02545	P50402
P01112	Q9UK32
P01106	Q13501
P16333	Q14315
O75116	Q12955
P46934	Q13571
O00422	Q09028
P06737	P46019
P38405	Q8NGS7
P53621	Q02978
P15622	Q96ED9
P05155	P16109
P38936	Q02978
P35626	Q8NGI4
P52298	Q15428
O00232	O43242
P43307	Q9UL18
O94864	Q9H0E3
P63267	Q07889
Q9NV56	Q9UK53
Q99873	Q9Y3C7
P04278	P57057
P62136	Q02045
P0C0S5	Q9H2F5
P24941	P49662
P54105	P62304
P27037	Q8NER5
O43491	Q07157
P20783	Q15319
P18564	Q9NVD7
P08887	Q9GZX6
P56537	Q13257
P49840	Q14596
O15264	Q92734
P13984	P20226
P26599	Q08170
P08069	Q05655
Q07890	Q8N1I0
P12956	Q15233
P08648	P21333
P12980	P61964
P10275	P35222
Q9BYG4	Q9BYG5
P63104	Q07889
P38405	Q8NGJ7
P19875	P51684
P09619	P42336
O14579	P84077
P23381	Q9UBC3
P31689	Q13546
P08311	Q9UIV8
Q9UPN9	Q9Y5B9
P62888	Q9UNX3
O43318	Q9UQM7
P05771	Q3MJ16
406937	Q13951
P05388	P62913
P62906	P62987
Q13227	Q96KB5
O00574	P80098
P07996	P08648
P10145	P49238
Q8IZJ0	Q8N6P7
Q13601	Q9H171
P02647	P11597
O95298	P17568
O14879	P09913
P62877	Q9Y3I1
P02458	P08648
Q13131	Q16526
Q7Z5K2	Q8WVM7
P06730	Q9UBU9
O75925	P15104
Q12933	Q15306
Q53ET0	Q9Y478
P18074	Q92759
P15260	Q16619
P52434	Q9BTT4
O75376	P20393
P10721	Q13588
O14950	Q7Z406
P09211	Q04206
P50914	P62917
P34998	Q03113
P41743	Q92934
P52272	Q13151
P38405	Q8NH73
P09651	Q86V81
Q495M9	Q9Y6N9
P51571	Q76N89
P54253	Q6V0I7
P62244	Q01844
P63000	Q8IZP0
O95343	Q93098
P25490	Q9Y230
P35998	P62195
O14512	P48357
O00459	P41743
O15400	P54920
O95631	Q6ZN44
P29992	Q9NZK7
Q96QG7	Q9NZD8
P38405	Q8NGW1
P07954	Q14164
P12755	P84022
P19438	Q00325
P05014	P26992
Q13535	Q9HAW4
P34925	Q9H461
P02808	Q8TAX7
Q13418	Q9HBI0
P40337	Q01469
Q9HB90	Q9Y2Q5
P62993	Q9H5I1
P36888	Q06124
O96017	P53350
P00519	Q9UKY7
P09651	Q08211
Q01658	Q8IYH5
P05106	P26006
P01023	P61812
P43364	Q9NP79
P14174	Q92905
P20226	Q04864
P46531	P62877
P32121	Q8NGI2
P06241	Q13111
O76039	Q9H2G2
Q8IXJ6	Q92830
P48023	Q9NZM3
Q15759	Q16829
P67809	Q01130
P09471	Q14416
P14866	P52597
O14503	Q9H0E2
Q86UW9	Q8HWS3
P19387	P35269
P30279	Q08999
P01106	Q9Y6X0
P38936	Q9UJX2
O95222	P38405
P39023	P62910
Q9GZN7	Q9P2H0
Q07021	Q5RKV6
P13236	P25024
O15169	P62140
P53539	Q16539
P02766	P41235
O14978	Q9Y5X1
P60709	Q92747
P84095	Q9NZN5
P61964	Q96RG2
P01374	P20333
O60603	P68104
Q96BK5	Q96KR4
P12931	Q92918
Q13547	Q8TAQ5
P29460	Q9UHF4
P14672	Q9UGJ0
Q14164	Q9BRV8
Q13352	Q96HD1
O14497	Q13573
P84095	Q7Z6B7
P01116	P16234
O14986	Q06187
Q13469	Q8IUX4
P46527	Q9UGJ0
P06241	Q13444
Q13557	Q9UF02
P36402	Q09472
P04637	Q96CF2
Q08170	Q9BUJ2
P31629	P62258
Q13936	Q9UQM7
P52788	Q9UET6
O96020	Q9H1A4
P62714	Q66LE6
P18859	Q9NTG7
Q03113	Q3MJ16
P21918	P38405
P01100	P35354
P13236	P51684
P41235	Q9NVC6
P46776	Q99558
P04637	P51948
P06753	Q9UET6
Q13315	Q9UPN6
P49736	P62805
P49450	Q8NCD3
Q13315	Q5VUA4
P20339	Q92738
P10827	Q6P2C8
Q7Z5Q5	Q9Y2S7
Q15428	Q86XP3
P45984	P63211
O75955	Q14242
P28749	P35232
P62258	Q9Y230
Q13387	Q8WXH0
O75474	Q92997
P15923	P19338
Q13402	Q96QU1
P02787	Q92900
O75150	P63146
554210	Q8WW38
O75508	P56880
O60262	P63096
P24864	P30281
O15551	Q9UDY2
P98082	Q86YT6
P45973	Q9H081
O14777	P51955
P78318	Q9UJV3
P03956	P15407
P11802	P28749
Q92844	Q9P2J5
Q9NZ52	Q9UJ41
P08069	Q13191
Q12968	Q96LZ3
P36406	Q96LR5
O95185	O95631
Q5QNW6	Q92769
P00533	Q16695
P25025	P49407
P46940	Q15149
O00429	P62256
Q8IUE6	Q99880
P51817	Q07869
Q00722	Q13467
O14775	P51817
O95793	Q06787
P19838	Q9Y297
O43257	Q15906
Q13315	Q6UX07
P22612	P53779
P32121	Q8NGP8
P11021	Q14790
P25490	Q53TQ3
P23297	P36871
Q8WVZ9	Q9GZQ8
Q99459	Q9UBD5
P62873	Q9UBY5
Q9C0J8	Q9NP77
P11274	P62993
P01215	P23945
P08047	P29474
O15335	P02458
Q99459	Q9Y490
Q13363	Q9H2X6
Q13573	Q9UFC0
P01236	Q01344
P46379	Q13190
P20132	P21912
P35626	Q9H343
P20073	Q13509
P63211	Q14416
P51784	Q96S55
P49768	P49841
P61619	Q9Y478
Q12933	Q9UDY8
P07332	Q16555
O43175	Q9Y478
Q86WN2	Q969J5
O43524	Q9Y478
O14807	P05129
P27635	P63173
P04637	Q9HCI7
P18146	Q13127
P01106	P41279
Q14676	Q9NX02
P49917	Q96T60
Q99759	Q9UL15
O95881	P16104
Q15475	Q99750
Q14802	Q16659
P13805	Q8ND90
P62993	Q7Z6E9
P61952	Q9Y272
O14896	P05549
P53667	P63104
P17535	P28482
P60709	Q08945
P24864	Q13315
Q9NQX6	Q9UDV6
O00329	P46109
A7MCY6	Q92844
P51685	P78423
P31943	Q9UKM9
P16104	Q13535
P05106	P49747
P18754	P62879
P31751	P98170
P26378	Q01844
P39748	Q14191
P10082	Q12884
P98170	Q13489
P52565	Q99729
P01116	P29353
P57678	Q00653
P54577	P62330
Q8N5R6	Q9Y2I6
P61604	Q5UIP0
P18206	P63244
O00303	P0CG48
Q08493	Q13555
Q02763	Q9NP95
P20823	P55072
P33993	Q8WXE1
Q14683	Q29RF7
P18077	Q02543
Q12933	Q9UM82
P54619	Q16822
P24928	P62993
P09012	P09661
P10599	Q86XK2
O60749	Q99459
P12111	Q13683
P06899	P0C5Y9
P42684	Q13315
P51946	Q07869
Q15173	Q9UBN1
O60828	P20265
P13693	Q9UNH7
P10398	P53611
P10415	Q13323
P42684	P60763
O43639	Q13418
P61371	Q9UBR4
P10275	Q16543
O15533	P01889
P00750	P27797
Q07157	Q96GC9
Q6Q0C0	Q9Y2X8
P47914	P61353
O15350	P00519
P01303	P54646
O94772	Q92997
O14654	P29353
Q01196	Q04724
Q07889	Q9BRR9
P07996	Q08722
P61088	Q8N6D2
P26599	Q99729
Q04771	Q9UII6
Q969Q1	Q9NP98
O43513	P41235
A1A4S6	Q9H4E5
P13688	P29353
Q92900	Q9UI30
P57678	P63162
Q14957	Q96RT1
P06748	P10144
P04150	Q15788
P52333	Q14626
P28324	Q15759
P26678	P62140
574501	P16298
O00264	Q86Y56
Q09472	Q9UK53
Q07890	Q13972
P16615	Q15628
Q92698	Q96NY9
Q14919	Q9Y3D8
Q9P0P8	Q9Y3F4
O94817	P62273
P43364	Q9H875
Q8IUE6	Q96DB2
Q14765	Q8N2W9
P12956	Q9NPJ4
P48552	P49792
P37231	P49716
P05109	Q99759
O14757	Q99459
Q15102	Q9C0C9
O14544	P40189
P01023	P05067
O60271	Q9NPJ4
Q15672	Q96HZ4
O75822	P01106
406911	O75626
O00212	P42331
P09496	P53675
P53350	Q9NYY3
P52756	Q92620
Q13315	Q9H307
O75030	P56645
P46778	P84098
P07942	Q7L1I2
P17275	P45983
P10826	P13631
P32121	Q8NH09
Q8IY92	Q96QD5
P63211	Q14832
P21333	Q9BXR5
P25791	Q02575
Q13153	Q9Y6Q9
P81877	Q01844
O00755	P41221
P02771	P30480
P02778	P51677
P55273	Q9HA65
P11274	Q13432
P10276	P55273
O95294	Q07889
P35398	Q09472
P24941	Q13111
Q13451	Q9Y572
O75899	P46459
Q9H173	Q9Y4E8
O76039	P00519
Q13387	Q8NCA9
P19838	P35580
O14939	P18031
P11387	Q9BUQ8
O00214	P05556
P17029	Q13315
P04637	Q13625
P32121	Q8NGD0
O75822	Q9Y5V3
P08514	P24821
P30559	Q9UF02
P16989	Q01094
P06401	Q9NR55
P01236	Q9HC73
P15498	Q15942
P24385	Q9Y3I1
P11142	Q86UA6
P26368	Q92841
P54709	Q13976
O43147	Q12873
P37287	Q14442
Q7L190	Q7Z7J5
Q14738	Q5FBB7
Q05586	Q15303
O43306	P63092
P36507	Q9Y6X8
P35968	Q9GZV9
P01236	Q08334
P32121	Q8NGF6
P62244	P62753
P56199	Q9Y4G6
P17947	P41182
P31946	Q6PKG0
P50148	Q96RI0
O60641	P25963
P43364	Q9BW11
P11362	P21860
P01106	Q15645
P15509	Q9ULV8
O95813	P56703
P78527	Q92993
P42338	Q07890
P13805	Q9HAU4
P60709	P63261
P00533	P05787
P60953	Q5VT25
Q99873	Q9Y5L4
Q14161	Q92609
Q9BUV8	Q9P0M9
P05106	Q9BRC7
P15153	P42338
Q00987	Q09472
P05060	Q9BYM8
O15297	Q9NZC3
P05129	Q9NRA0
P34741	Q15465
Q14919	Q92956
P53420	Q05397
P53420	Q13683
O60262	Q13972
Q6P2Q9	Q9Y333
O60840	Q13554
Q05193	Q9Y237
Q13315	Q13409
Q12830	Q71DI3
O15335	P18084
406987	P98172
O95259	P62158
Q99459	Q9Y6G9
P04085	P09619
